,Time,no_empty_1_rep_1,no_empty_1_rep_2,no_empty_1_rep_3,no_empty_0.5_rep_1,no_empty_0.5_rep_2,no_empty_0.5_rep_3,no_empty_2.5_rep_1,no_empty_2.5_rep_2,no_empty_2.5_rep_3,no_empty_5_rep_1,no_empty_5_rep_2,no_empty_5_rep_3,no_empty_10_rep_1,no_empty_10_rep_2,no_empty_10_rep_3,no_empty_15_rep_1,no_empty_15_rep_2,no_empty_30_rep_1,no_empty_30_rep_2,no_empty_30_rep_3,no_empty_15_rep_3,empty_0.5_rep_1,empty_0.5_rep_2,empty_0.5_rep_3,empty_1_rep_1,empty_1_rep_2,empty_1_rep_3,empty_2.5_rep_1,empty_2.5_rep_2,empty_2.5_rep_3,empty_5_rep_1,empty_5_rep_2,empty_5_rep_3,empty_10_rep_1,empty_10_rep_2,empty_15_rep_1,empty_15_rep_2,empty_15_rep_3,empty_30_rep_1,empty_30_rep_2,empty_30_rep_3,empty_T7_0.5_rep_1,empty_T7_0.5_rep_2,empty_T7_0.5_rep_3,empty_T7_1_rep_1,empty_T7_1_rep_2,empty_T7_1_rep_3,empty_T7_2.5_rep_1,empty_T7_2.5_rep_2,empty_T7_2.5_rep_3,empty_T7_5_rep_1,empty_T7_5_rep_2,empty_T7_5_rep_3,empty_T7_10_rep_1,empty_T7_10_rep_2,empty_T7_10_rep_3,empty_T7_15_rep_1,empty_T7_15_rep_2,empty_T7_15_rep_3,empty_T7_30_rep_1,empty_T7_30_rep_2,empty_T7_30_rep_3,empty_sigma70_0.5_rep_1,empty_sigma70_0.5_rep_2,empty_sigma70_0.5_rep_3,empty_sigma70_1_rep_1,empty_sigma70_1_rep_2,empty_sigma70_1_rep_3,empty_sigma70_2.5_rep_1,empty_sigma70_2.5_rep_2,empty_sigma70_2.5_rep_3,empty_sigma70_5_rep_1,empty_sigma70_5_rep_2,empty_sigma70_5_rep_3,empty_sigma70_10_rep_1,empty_sigma70_10_rep_2,empty_sigma70_10_rep_3,empty_sigma70_15_rep_1,empty_sigma70_15_rep_2,empty_sigma70_15_rep_3,empty_sigma70_30_rep_1,empty_sigma70_30_rep_2,empty_sigma70_30_rep_3,blank_rep_1,blank_rep_2,blank_rep_3
13,00:30:00,486,521,474,276,295,290,1461,1651,1199,3106,3823,3998,7216,6838,7123,9992,10960,13758,12726,10790,12664,286,326,269,1425,1226,1058,3491,3396,3450,5918,6296,8197,9219,10336,9425,7884,9282,10667,15276,14201,1008,729,652,1911,1672,1745,4326,3615,3845,8176,10317,8545,10502,10248,8727,9573,12989,9862,11640,12525,13787,770,791,738,2458,2021,2315,5409,5249,4515,7564,7405,7383,10764,10360,9422,11279,8365,10194,16226,13623,14771,87,59,74
14,00:33:00,707,756,633,291,321,319,2199,2503,1805,3945,4947,5074,8807,8167,8592,11789,12721,15707,14494,12553,14940,382,420,354,2020,1754,1492,4632,4447,4520,7292,7698,9976,11015,12313,11074,9401,11046,12351,17772,16147,1348,1000,918,2705,2279,2366,5590,4704,4952,9966,12220,10189,12829,12341,10307,11369,15196,11901,13375,14628,15665,1062,1126,970,3345,2821,3184,6989,6664,5562,9419,9190,8934,12797,12217,11001,13289,10221,12168,18727,15753,17138,97,86,85
15,00:36:00,964,1015,878,333,360,341,3088,3576,2571,4765,6157,6151,10670,9538,10141,13740,14420,18097,15919,14344,17057,501,585,414,2789,2379,2054,5919,5605,5636,8619,9337,11841,12874,14208,12820,10915,12729,14044,19993,18069,1864,1347,1259,3669,3026,3191,6995,5834,6171,12134,14162,11757,15248,14513,11988,13278,17595,13861,15081,16714,17747,1377,1492,1289,4407,3783,4271,8578,8076,6704,11155,10985,10577,14819,14295,12635,15637,12197,14177,21360,17974,19744,109,72,77
16,00:39:00,1326,1428,1211,376,431,380,4106,4796,3522,5670,7505,7342,12142,11056,11685,15523,16065,19963,17669,16136,19122,619,744,568,3696,3188,2764,7289,6955,6891,10212,10751,13670,14655,16228,14666,12603,14185,15725,22218,19719,2400,1711,1591,4747,3818,4189,8516,7132,7598,14019,15774,13251,17418,16559,13670,15276,19283,15739,16809,18980,19259,1720,1864,1648,5532,4881,5454,10306,9779,7981,12995,12773,12180,16667,16411,14355,17689,14189,16248,23998,20131,21888,113,70,72
17,00:42:00,1805,1880,1633,414,456,471,5289,5967,4558,6558,9045,8609,13839,12458,13281,17444,17940,22088,18947,17681,21058,764,931,651,4765,4080,3548,8686,8378,8252,11596,12350,15427,16604,18083,16612,14102,15607,17547,24203,21231,3045,2110,1991,5991,4795,5293,10055,8397,9107,16534,17784,15048,19926,18936,15810,17621,21497,17962,18944,21831,21259,2241,2404,2066,6925,6260,6936,11961,11394,9161,15062,14737,13990,18746,18661,16173,19699,16239,18319,26646,22354,24015,142,83,82
18,00:45:00,2301,2469,2177,483,550,523,6412,7483,5749,7511,10402,9826,15614,13766,14707,19452,19675,24063,20283,18936,23073,999,1131,849,5954,5094,4488,10124,9822,9616,13334,13966,17392,18494,19860,18564,15847,17148,19511,26330,22976,3752,2635,2470,7416,5923,6572,11730,9854,10888,18258,19449,16466,22127,21045,17534,19605,23259,19750,20700,24229,22287,2691,2911,2524,8267,7595,8319,13948,13185,10426,17086,16881,15899,20845,21004,18110,21754,18817,20039,28913,24815,26062,149,85,90
19,00:48:00,3009,3142,2766,585,616,620,7926,9032,7050,8473,11887,11072,17189,15045,16664,21257,21049,25900,21396,20254,24814,1204,1395,1037,7133,6177,5517,11750,11262,11091,14737,15471,19112,20228,21543,20351,17283,18588,21489,28216,24061,4619,3117,3056,8820,7210,7882,13416,11380,12715,20395,21558,18309,23970,23223,19503,21750,24952,21487,23156,26554,23662,3233,3536,3033,9722,9151,9961,15965,15115,11779,19170,19118,18022,22964,23275,19703,23634,20866,21978,31487,27257,27965,156,93,84
20,00:51:00,3739,3820,3521,679,710,737,9349,10641,8545,9476,13380,12378,18924,16510,18156,23132,22877,27899,22378,21320,26018,1470,1670,1207,8494,7370,6552,13470,12872,12745,16442,17204,21065,22176,23210,22044,19132,19574,23581,30215,25355,5569,3782,3621,10306,8588,9200,15171,13016,14408,22270,23343,19978,25998,25612,21529,23620,26751,22958,25771,28451,24841,3854,4144,3512,11477,10913,11505,17834,17168,12933,21215,20916,19672,24934,25375,21604,25560,22812,23819,33159,29776,29496,181,100,87
21,00:54:00,4535,4495,4310,784,809,822,10917,12303,10135,10553,15055,13738,20621,17983,19911,25196,24393,29478,23501,22496,27904,1695,1951,1414,9874,8765,7825,15179,14777,14574,18047,18738,22551,24217,25047,23835,21088,20654,25974,31389,26822,6552,4357,4264,11919,10023,10739,16649,14607,15960,24332,25087,21881,28076,27499,23552,25544,28096,24510,28112,30252,25888,4513,4808,4145,13359,12631,13365,19630,19153,14421,23070,22779,21593,26841,27478,23387,27079,24515,24877,35449,32311,30892,182,104,99
22,00:57:00,5555,5280,5235,902,939,970,12717,14078,11902,11655,16570,15185,22090,19607,21532,27349,26304,31215,24301,23387,29271,1967,2220,1610,11457,10127,9072,16981,16646,16305,19630,20748,23998,26100,26352,25206,22494,21797,28253,32801,27854,7721,5068,4951,13516,11460,12317,18446,16251,17630,26017,26385,23608,29533,29042,25209,26889,29167,25721,30021,31823,26562,5097,5506,4799,15156,14705,15100,21639,21137,16052,24902,24776,23611,28619,29389,25533,28640,26242,26468,37124,34372,32425,176,115,99
23,01:00:00,6543,5994,6173,1026,1045,1085,14457,15792,13687,12724,17968,16587,23742,21247,23001,28787,27528,32799,25294,24488,30286,2274,2530,1864,12804,11580,10349,19105,18689,18208,21334,22591,25747,27945,27856,26441,24244,22764,29935,34365,28993,8800,5861,5700,14975,12881,13749,19648,17748,19201,27533,27790,25337,30939,30461,26811,28207,30352,26815,31448,32996,27343,5739,6167,5390,16818,16463,16742,23359,23084,18044,26542,26668,24961,30369,31168,27323,29848,27608,27699,38662,36379,33616,188,119,116
24,01:03:00,7611,6767,7128,1214,1194,1212,16183,17358,15438,13682,19443,17910,25281,22527,24133,30662,28986,33630,25981,25263,31495,2567,2813,2079,14179,13038,11817,20935,20610,19846,22752,24318,26907,29855,28896,27919,25763,23658,31311,35340,29829,9956,6544,6337,16331,14200,15320,21186,19227,20631,29032,29369,27241,31916,31979,28159,29377,31123,27560,32819,34278,27786,6474,6905,6019,18568,18136,18628,25003,24678,19596,28293,28184,26887,31498,32450,29195,31365,29040,28576,39605,38211,34472,194,113,104
25,01:06:00,8772,7511,8165,1377,1343,1349,18098,19102,16952,14760,20655,19244,26448,24243,25362,32387,30465,35070,26732,26070,32436,2907,3181,2315,15759,14587,13260,22893,22372,21500,24242,26276,28390,31369,30137,28799,27067,24433,33369,36777,30564,11038,7159,7078,17898,15646,16694,22669,20516,22064,30377,30531,28585,33229,33224,29459,30564,32380,28632,34209,35314,28927,7078,7523,6799,20401,20014,20128,26799,26512,21629,29353,29728,28500,33100,34145,30655,32608,30389,30022,41212,39743,35648,203,127,107
26,01:09:00,9801,8280,9130,1552,1496,1492,19818,20689,18607,15653,22090,20896,27664,25349,26356,33795,31856,35972,27432,26913,33489,3205,3467,2619,17093,16148,14538,24790,24241,23333,26200,27677,29518,32982,31276,29920,28256,25256,34640,37843,31388,12149,7880,7686,19106,16908,18116,24127,21750,23255,31244,31564,29814,34604,33881,30618,31624,32822,29226,35550,35950,29276,7737,8133,7516,21733,21607,21974,28583,27922,23087,30513,30823,29887,34331,35315,32227,33596,31345,31072,42321,40691,36931,208,129,120
27,01:12:00,11148,8989,10159,1711,1631,1655,21721,22283,20333,16859,23633,22521,29098,26719,27468,35100,33405,37067,28359,27483,34178,3457,3750,2882,18440,17636,16023,26612,25587,24912,27272,29336,31145,33975,32345,31044,29752,26144,36227,38660,32070,13219,8542,8323,20477,18298,19289,25306,22952,24613,32201,32590,30914,35204,35199,31526,32320,33799,29930,36463,36609,29869,8405,8882,8173,23584,23497,23711,30327,29381,24354,31926,32177,31360,35452,36317,33906,34136,33021,31871,43405,42326,37440,214,137,132
28,01:15:00,12042,9756,11295,1901,1783,1810,23201,24081,22122,17869,24547,24040,30369,27914,28346,36412,34609,37903,28929,28029,35272,3801,4119,3139,19828,18994,17468,28155,27475,26525,28762,30568,32142,35438,33301,31705,30758,26585,36896,39701,32901,14243,9138,8926,21578,19320,20427,26391,23958,25604,33389,33655,31631,36047,36011,32533,33193,34491,30366,37066,37640,30392,9043,9591,8865,25437,25208,25558,31173,30886,25784,33054,33602,32353,36757,37624,34874,34918,33093,32516,44066,43068,37958,227,146,113
29,01:18:00,13164,10475,12431,2080,1920,1991,25022,25669,23666,19008,25758,25639,31071,29246,29395,37847,35924,38831,29256,28645,35896,4161,4390,3438,21273,20482,18962,29814,28963,28017,30002,32105,33145,36977,34318,32515,31469,27386,37812,40469,33473,15156,9833,9532,22857,20641,21459,27606,25112,26919,34316,34309,32874,37375,37185,33329,33930,34779,31070,38008,38191,30784,9796,10126,9685,27116,26770,27330,32678,32602,27507,34426,34439,33630,37324,38550,36045,36146,33873,33797,45384,44368,39293,228,158,129
30,01:21:00,14244,11233,13415,2232,2103,2186,26292,27131,25006,19948,26735,27058,31833,30258,30213,38765,37443,39383,29875,29239,36810,4423,4710,3690,22565,21858,20434,31459,30572,29480,31524,33391,34271,37442,35297,33322,32082,27638,38719,41175,34345,15876,10400,10109,23736,21812,22634,28375,25964,27758,35458,35157,33898,37816,37813,33909,34274,35549,31534,38890,38763,31264,10322,10829,10213,28320,28582,29288,33956,33636,28925,35268,35946,34732,38245,39383,36864,36598,34829,34058,45954,45418,39433,260,150,127
31,01:24:00,15534,11935,14642,2432,2278,2317,28016,28819,26772,21219,27739,28699,32978,31291,31188,40566,38856,40047,30502,29655,37722,4771,5068,4026,23957,23246,21799,32985,32107,31000,32770,34173,35400,38459,35686,33989,33121,28545,39362,41844,34700,16868,11029,10677,24958,22807,23491,29348,26703,29043,36250,36037,34464,38644,38845,35217,35025,36071,31825,39602,39031,31731,11063,11524,10950,29995,30167,30881,35531,34972,30264,35826,36660,35462,39053,40370,38144,37346,35683,34848,46685,46173,40003,235,158,132
32,01:27:00,16627,12560,15731,2586,2413,2462,29364,30334,28003,23015,29072,29955,33694,32088,31960,41410,39858,41016,31102,30456,38126,5094,5342,4295,25183,24643,22973,34568,33339,32003,33793,35364,36153,39202,36922,34508,33960,29052,39999,41976,35287,17652,11565,11121,25476,23384,24045,30132,27363,29534,36768,36894,35492,39245,39267,35659,35507,36144,32702,40001,40172,31855,11647,12150,11493,31655,31398,32483,36298,36330,31211,37023,37433,36149,39338,40812,38585,38320,36424,35453,47414,46745,40532,264,180,140
33,01:30:00,17483,13100,16832,2722,2567,2628,30979,31638,29226,24707,29884,30781,34582,33179,32982,42784,40874,41520,31668,30807,38657,5380,5685,4637,26571,25773,24341,35973,34547,33468,34851,36253,37001,40097,37734,35520,34762,29523,40998,42921,35982,18614,12111,11593,26648,24524,25344,31191,28491,30666,37565,37381,36303,39490,39877,36024,35927,36650,32850,40474,40128,32270,12189,12699,12163,32743,33008,34159,37597,37702,32553,37727,38252,37447,40182,41886,39699,38292,37034,36268,48079,47448,40932,267,158,131
34,01:33:00,18475,13834,17773,2882,2739,2786,32594,33063,30815,26254,30825,32357,35176,34408,33257,43415,41513,41906,32124,31496,39311,5746,5908,4923,27698,26971,25804,37378,35795,34611,36075,37302,38015,41358,37921,35803,35057,29998,41371,43290,36188,19246,12527,11988,27222,25382,26208,31908,29163,31233,38160,37798,37107,39957,40010,36813,36249,36910,33320,40986,40633,32255,12774,13320,12984,34104,34159,35738,38963,38738,33716,38538,39025,37868,41108,42303,40162,38865,37849,36738,48156,48254,41464,277,147,137
35,01:36:00,19368,14253,18587,3062,2875,2968,33846,34318,32234,28057,31368,32995,36014,35133,33807,44086,42476,42356,32527,32075,40132,6041,6286,5242,29103,28258,27148,38553,36972,36309,37072,37826,38916,41659,38413,36419,35908,30462,41854,43452,36949,20048,12973,12467,27895,26228,26773,32601,29688,31743,38758,38371,37302,40529,40566,37088,36723,37617,33223,41284,40710,32487,13435,13958,13497,35327,35334,37389,39926,39597,34878,39081,39975,38910,41789,43184,41059,39159,38183,37740,48739,48462,42093,287,172,152
36,01:39:00,20128,14736,19599,3181,2955,3095,35584,35368,33155,29175,31817,33751,36697,35771,34761,44960,43457,42652,32860,32535,40340,6248,6512,5544,30416,29416,28202,39783,38174,37128,37635,38783,39432,42507,38949,36931,36351,30946,42527,44112,37306,20923,13357,12891,28901,27024,27568,33018,30561,32473,38843,38556,37572,40706,40779,37366,36647,37412,33528,41398,41170,32633,13879,14343,13946,36591,36577,38669,40738,40675,36155,39814,40427,39197,42019,43562,41526,39421,38852,37974,49354,49374,42457,273,195,159
37,01:42:00,20908,15304,20422,3283,3103,3277,36648,36581,34502,30331,32803,34887,36971,36979,35087,45436,43740,43641,33509,32653,40794,6540,6818,5770,31242,30692,29463,40666,38958,38430,38721,39221,39986,43071,39325,36738,36767,31216,43118,44708,37784,21343,13715,13288,29212,27431,28044,33306,31085,33093,39100,39084,38342,41093,41305,38120,37040,37677,34113,42159,41407,33129,14469,15061,14565,37605,37994,39946,41774,41465,36749,39853,41126,40114,42732,44091,41881,40066,39171,38207,49195,49682,42657,271,181,145
38,01:45:00,21837,15836,21325,3446,3217,3458,38642,37964,36081,31455,33393,35594,37547,37729,35654,46315,44622,43910,34263,32972,41516,6803,7091,6207,32412,31729,30629,42431,40236,40138,39356,40052,40931,43505,39922,37562,37119,31620,43093,44845,37922,22065,13983,13699,29839,28150,28571,34171,31720,33665,39551,39288,38809,41551,41305,38236,37247,37662,34071,42026,41423,33473,15038,15376,14999,38510,39062,40818,42625,42293,38055,40708,41762,40352,42737,44577,42961,40651,39550,38509,49540,49903,42639,280,176,147
39,01:48:00,22576,16393,22013,3563,3401,3552,39527,39396,36740,32221,34012,36575,38034,38499,36159,46907,45392,43863,34849,33509,41484,7135,7482,6634,33476,32472,31779,43137,41380,40723,40175,40971,41276,43790,40837,37904,37750,31788,43758,45084,38696,22379,14419,13939,30145,28766,29487,34838,32323,34148,39575,39589,39268,41810,41621,38654,37558,37958,34158,42067,41670,33492,15363,15879,15567,39223,39663,42089,43524,43568,39285,41307,42119,40657,43288,45011,43206,40955,39642,39098,50130,49983,43676,296,194,162
40,01:51:00,23581,16889,22890,3677,3489,3700,40515,40550,38006,33168,34485,37601,38479,38899,36731,47542,46022,44383,34875,33712,42108,7420,7664,7085,34326,33450,32562,43957,42160,41530,40705,41094,41327,44208,40644,37840,38130,32220,43681,45405,39048,23022,14591,14235,30713,29171,29641,34836,32914,34606,40196,39927,39298,42083,41688,38833,37351,38386,34408,41980,41982,33600,15856,16267,16015,40279,40802,42946,43877,44477,40036,41425,42509,41269,43742,45050,43407,40510,39946,38997,50154,50410,43877,294,205,150
41,01:54:00,24141,17141,23456,3786,3588,3866,41502,41509,39035,34077,34835,37622,38981,39411,36589,47910,46360,44297,35789,34203,41991,7595,7856,7422,35590,34112,33715,45237,43316,42130,41488,41655,42194,44710,40847,38468,38653,32521,44116,45715,39228,23683,15108,14531,31291,29449,30131,35169,33687,35091,40542,40083,39690,42149,42346,38789,37912,38415,34492,42557,42027,33678,16305,16700,16546,41131,41831,43526,44870,45145,40987,41972,43038,41772,43895,45604,43484,41358,40219,39522,50688,50697,43799,294,205,153
42,01:57:00,24617,17449,24199,3937,3689,3939,42514,42044,39839,34915,35077,38323,39279,39769,37226,48352,46953,45009,35895,34251,42762,7961,8165,7780,36421,35007,34414,45755,43927,43308,41463,42489,42879,45550,41373,38700,38487,32836,43950,45972,39835,23961,15229,14759,31497,30458,30570,35526,33892,35579,40812,40486,39697,42675,42039,38970,37744,38605,34629,42288,42302,33889,16741,17140,16968,41791,42102,44481,45527,45749,42308,42143,43018,42043,44049,45726,44315,41478,40786,39672,50947,51154,44158,308,219,163
43,02:00:00,25496,17795,24995,4062,3771,4049,43744,42749,41166,35626,35914,38954,39573,40220,37560,49349,47104,44713,36527,34490,42947,8179,8389,8054,36889,35932,35382,46200,44986,43853,42410,42672,43087,45211,41525,38702,39124,33670,44563,46653,40088,24266,15539,15000,31979,30791,31185,36074,34467,35702,40737,40323,40033,42740,42555,39202,37902,38300,34773,42747,42240,33777,17113,17568,17449,42536,43092,45271,46329,46080,42848,42602,43322,42140,44128,45907,44494,41468,40829,39841,50748,51272,44157,306,197,155
44,02:03:00,26062,18043,25415,4089,3907,4144,44549,43891,41783,35959,36104,39313,39717,40754,37900,49272,47445,44845,36645,34881,42614,8477,8652,8544,37859,36821,36226,47399,45839,45152,42432,42561,43263,45387,42228,39363,39369,33484,45282,46625,40209,24689,15838,15275,32117,31532,31325,36187,34822,36108,40860,40725,40306,42859,42488,39696,38082,38496,34953,42870,42352,33833,17440,18003,17710,43398,43745,46197,47364,46591,43366,42601,43748,42575,44524,46314,44287,41816,41011,40229,51156,51498,44803,302,187,177
45,02:06:00,26998,18528,26320,4269,3980,4313,45222,44701,42621,36730,36300,40014,39886,40950,38064,50117,47711,45304,36981,35252,43154,8642,8871,8777,38812,37190,37018,47733,46077,45601,42659,43275,43898,45895,42571,39309,39643,33416,45119,46623,40552,25283,15841,15497,32762,31837,31631,36807,35407,36654,41070,41149,40435,42872,43086,39759,38393,38674,34851,43124,42168,34298,17850,18207,18107,43733,44463,46274,47944,46882,44103,43155,44028,42775,45018,46322,44997,42238,41434,40612,51054,51621,44376,304,192,162
46,02:09:00,27706,18910,26834,4379,4090,4411,46067,45985,43711,37309,37094,40028,40902,41457,38792,50291,48649,45355,37367,35395,43608,8929,9087,9207,39604,38626,37782,48726,47014,46470,43289,43304,43920,46040,42547,39445,39775,34081,44948,46948,41136,25153,16146,15544,33100,32142,32118,37111,35676,36987,41325,41213,41131,43333,43198,40251,38694,39074,35082,43182,42882,34348,18367,18696,18663,45025,45389,47208,48173,47830,44794,43087,44548,43011,44984,46504,45182,42390,41439,40678,51531,51610,44731,320,207,168
47,02:12:00,28044,19338,27506,4475,4163,4507,46599,46261,45055,37850,37211,40747,40769,41459,38989,50589,48247,45688,37968,35779,43692,9126,9250,9549,39878,39028,38592,49192,47571,47120,43671,43582,44014,46351,42700,40023,39731,34254,45254,47026,41141,25502,16221,15773,33132,32213,32340,37151,36119,37014,41342,41466,41048,43160,43068,39786,38563,38966,35087,43323,42297,34742,18565,19047,18805,45100,45530,48288,48789,48099,45249,43412,44432,43298,44942,46664,45652,42312,41701,41097,51241,52065,45271,310,214,170
48,02:15:00,28313,19581,28112,4560,4322,4616,47671,47471,45646,37829,37505,41156,40757,41336,39087,51445,48772,45627,37793,36112,43504,9297,9433,9897,40629,39604,39167,49964,48259,47264,43933,43915,44523,46710,43260,40106,40039,34541,45539,46860,41804,26051,16532,16059,33697,32786,32735,37505,36480,37260,41575,41778,41126,43454,43152,39744,38370,39346,35275,43472,42922,34308,18789,19188,19334,45474,46242,48432,49214,48711,45511,43807,44898,43284,45666,47065,45545,42588,42089,40942,51969,52417,45113,326,203,161
49,02:18:00,28867,19758,28655,4569,4304,4658,48269,47433,46046,38529,37635,41007,41116,42043,39178,51245,48619,45752,38298,36311,44276,9605,9790,10325,41140,40596,39817,50684,48452,48210,44354,44747,44668,46928,43162,40137,40253,34492,45312,47181,42029,26109,16676,16153,34101,32850,32836,37861,36677,37707,41846,41835,41500,43471,43876,40300,38427,39099,35336,43353,43186,35255,19394,19565,19520,46041,46740,49537,49819,48870,46736,43797,44908,43513,45358,47359,45953,42210,41787,41317,52134,52361,45503,318,188,174
