,Time,no_empty_1_rep_1,no_empty_1_rep_2,no_empty_1_rep_3,no_empty_0.5_rep_1,no_empty_0.5_rep_2,no_empty_0.5_rep_3,no_empty_2.5_rep_1,no_empty_2.5_rep_2,no_empty_2.5_rep_3,no_empty_5_rep_1,no_empty_5_rep_2,no_empty_5_rep_3,no_empty_10_rep_1,no_empty_10_rep_2,no_empty_10_rep_3,no_empty_15_rep_1,no_empty_15_rep_2,no_empty_30_rep_1,no_empty_30_rep_2,no_empty_30_rep_3,no_empty_15_rep_3,empty_0.5_rep_1,empty_0.5_rep_2,empty_0.5_rep_3,empty_1_rep_1,empty_1_rep_2,empty_1_rep_3,empty_2.5_rep_1,empty_2.5_rep_2,empty_2.5_rep_3,empty_5_rep_1,empty_5_rep_2,empty_5_rep_3,empty_10_rep_1,empty_10_rep_2,empty_15_rep_1,empty_15_rep_2,empty_15_rep_3,empty_30_rep_1,empty_30_rep_2,empty_30_rep_3,empty_T7_0.5_rep_1,empty_T7_0.5_rep_2,empty_T7_0.5_rep_3,empty_T7_1_rep_1,empty_T7_1_rep_2,empty_T7_1_rep_3,empty_T7_2.5_rep_1,empty_T7_2.5_rep_2,empty_T7_2.5_rep_3,empty_T7_5_rep_1,empty_T7_5_rep_2,empty_T7_5_rep_3,empty_T7_10_rep_1,empty_T7_10_rep_2,empty_T7_10_rep_3,empty_T7_15_rep_1,empty_T7_15_rep_2,empty_T7_15_rep_3,empty_T7_30_rep_1,empty_T7_30_rep_2,empty_T7_30_rep_3,empty_sigma70_0.5_rep_1,empty_sigma70_0.5_rep_2,empty_sigma70_0.5_rep_3,empty_sigma70_1_rep_1,empty_sigma70_1_rep_2,empty_sigma70_1_rep_3,empty_sigma70_2.5_rep_1,empty_sigma70_2.5_rep_2,empty_sigma70_2.5_rep_3,empty_sigma70_5_rep_1,empty_sigma70_5_rep_2,empty_sigma70_5_rep_3,empty_sigma70_10_rep_1,empty_sigma70_10_rep_2,empty_sigma70_10_rep_3,empty_sigma70_15_rep_1,empty_sigma70_15_rep_2,empty_sigma70_15_rep_3,empty_sigma70_30_rep_1,empty_sigma70_30_rep_2,empty_sigma70_30_rep_3,blank_rep_1,blank_rep_2,blank_rep_3
50,02:21:00,29494,19868,28811,4607,4457,4741,48699,48016,46428,39021,38060,41540,41163,42320,39433,51721,48647,46185,38667,36523,44236,9822,9907,10556,41877,41034,40516,50692,49051,48688,44318,44962,45239,46890,43739,40025,40462,34504,46104,47453,42169,26319,16809,16139,33939,33544,33245,38021,36984,37924,42145,42170,41812,43581,43378,40826,38748,38949,35585,43850,42889,35054,19617,19787,19862,46927,47334,50097,49728,49750,46814,43988,44855,43927,45593,47536,45683,42773,42410,41396,51497,52353,45524,326,201,187
51,02:24:00,30058,20423,29502,4764,4541,4842,49237,48766,47756,39836,38388,41965,41416,42560,39706,52468,49157,46201,38586,36672,44626,10101,10038,10985,42228,41513,41120,51426,49457,49674,44766,45163,45548,47271,43487,40128,40361,35207,45804,47160,42789,26550,16895,16443,34410,33347,33384,38415,37120,38344,42406,42196,41946,43601,43543,40396,39071,39333,35547,43611,43090,35050,19861,20173,20153,46929,48021,50609,51041,49941,47576,44118,45789,44379,46050,47679,45842,42696,42240,41793,52419,52439,45861,337,208,163
52,02:27:00,30469,20491,29786,4831,4587,4904,50192,49550,48628,39889,38230,42255,41725,42831,39832,52964,49409,46465,38826,37081,44844,10077,10304,11257,42832,41948,41046,51985,50223,49981,45164,45262,45519,47372,43968,40099,40792,35071,46307,47610,42998,26809,17082,16603,34719,34022,33801,38394,37796,38724,42152,42413,41676,43802,44298,40343,38526,38840,35377,43693,42720,34626,19959,20300,20583,47556,47959,50999,51002,50068,48222,44379,45791,44061,46165,47926,46259,42825,42378,41900,52026,53089,46223,306,220,182
53,02:30:00,31089,21052,30464,4943,4712,4959,50964,50466,49643,41132,39103,42932,42021,43203,40380,53120,49636,45904,38921,37509,44751,10334,10412,11728,43572,42611,42529,52284,51307,50926,45497,45551,46120,47662,44423,40787,40425,35582,46196,47425,43325,27249,17157,16769,34822,33982,34165,38844,37927,38649,42751,42607,42459,44296,43700,40954,39432,39451,35796,43760,43667,35650,20558,20803,21028,48078,48486,52648,51602,50667,48443,44433,46107,44658,45989,48125,46206,43537,42441,41878,52152,52918,46395,329,214,172
54,02:33:00,31387,21085,31022,5041,4749,5135,51081,51077,49046,41440,39318,43255,42098,43389,40496,53451,50320,46413,39165,37487,45061,10577,10757,12102,43990,43149,42684,53414,51188,51446,45717,45844,46408,47944,44669,40678,41091,35456,46063,48091,43926,27192,17308,16674,35111,34465,34113,39186,38414,39112,42789,42783,42585,44559,43693,40774,39306,39792,35971,44176,43421,35905,20756,21029,21052,48664,49340,53094,52322,51290,49132,44491,46043,44865,46413,48265,46421,42992,42760,42627,52312,53251,46271,335,214,168
55,02:36:00,31877,21277,31561,5114,4788,5167,52063,51106,50362,41937,39534,43364,42685,43370,40699,53646,50216,46617,39369,37821,45334,10840,10819,12352,44247,44087,43265,53625,51721,52294,45619,45785,46713,48813,44556,41161,41164,36108,46815,47913,44056,27939,17604,16932,35219,34840,34727,39405,38938,39247,43111,43166,42262,44177,44611,41235,39260,39721,36395,44095,43749,35806,20987,21268,21361,48738,49794,54068,52305,51958,49471,44891,46405,45214,46643,48262,46519,43551,43042,42365,52589,53509,46668,339,217,178
56,02:39:00,31967,21368,31287,5107,4883,5200,52221,51996,50710,41634,39389,43287,42276,43638,40700,54213,49988,47133,39543,38027,45854,10960,10954,12591,44730,44153,43959,53767,52278,52612,46313,46361,46933,47966,45313,41324,41323,36153,46598,47919,44348,27789,17652,16916,35493,35184,34662,39770,38912,39504,43129,42996,42623,44370,44627,41019,39398,39846,36262,43958,43132,35997,21278,21380,21641,48844,49820,54138,53054,51932,49951,45187,47073,45240,46303,48456,46669,43719,42729,42943,53112,53359,47033,327,215,170
57,02:42:00,32709,21674,31977,5216,4936,5307,52962,52466,50891,42534,39787,44167,42717,43979,41019,53971,50845,47324,39901,38280,45373,11150,11127,12895,45470,44699,43938,54135,52923,52921,46784,46304,47224,48648,44996,41444,41152,36313,46732,47994,44271,28128,17730,16953,35900,35318,34849,40078,39393,39887,43081,43245,42939,44557,44291,41168,39169,39562,36350,44107,43563,36509,21478,21699,21891,49285,50185,55158,53312,52748,50509,45513,46841,45488,46948,48540,47326,43648,42937,42647,53011,53630,47134,330,216,196
58,02:45:00,32712,21758,32250,5316,4970,5386,53039,52538,51464,42418,39812,44076,42082,44374,40962,54600,50309,46874,40122,38439,45872,11333,11336,13366,45412,44596,44573,54516,53209,53236,46722,46578,46908,48196,45153,41341,41604,36731,47135,48345,44924,28320,17781,17306,35740,35398,35067,39861,39707,40005,43353,43380,42695,44809,44445,40968,39544,39706,36644,44251,43598,36293,21733,21994,21984,50016,50297,55834,53490,53146,50781,45726,46876,45514,47136,48665,47410,43838,43035,42974,53094,53471,47048,349,217,174
59,02:48:00,33326,22079,32840,5314,5073,5450,54300,53579,52535,43361,40204,44239,43123,44464,41617,54551,50592,47113,39825,38641,46054,11399,11562,13509,45866,45545,44763,55411,53815,53950,46800,47053,47666,48788,45333,41364,41773,36465,46678,47933,44567,28624,18022,17312,36136,35678,35192,40313,40047,40162,43121,43207,42868,44456,44863,41054,40006,40005,36306,44865,43642,36899,21842,21871,22140,50096,50566,55880,53945,53068,51133,45676,47569,46209,46506,48888,47122,43996,43208,43219,52943,53337,47677,345,202,181
60,02:51:00,33100,22032,32914,5453,5062,5502,53758,53475,52302,43052,40634,44442,43017,44395,41442,55374,50875,47092,39898,38680,46174,11615,11627,13759,46322,45305,45107,55429,54567,54249,46703,46936,47668,48944,45879,41621,41832,36867,47147,48573,45099,28736,17986,17368,35968,35937,35567,40642,39839,40346,43293,43458,43234,44749,44391,41337,39779,40106,36580,44730,43629,36370,22056,22210,22499,50047,51148,56353,54516,53395,51224,45750,47350,45651,47120,48569,47203,43947,42977,43396,52727,53805,47673,347,223,185
61,02:54:00,33352,22361,33134,5465,5151,5484,54547,53860,52604,43782,40526,44723,43213,45116,41580,55071,51302,47555,40261,39006,46334,11720,11757,13992,46501,45878,45403,56218,54086,54989,47467,47076,47884,48951,45673,41762,41776,36823,46978,48878,44937,28927,18203,17687,36950,36405,35680,40629,40624,40772,43569,43694,43053,44931,44946,41809,40020,40046,36697,44378,44101,36808,22106,22311,22636,51003,51287,57586,54560,53786,51790,46038,47490,46082,47502,48833,47922,44464,43600,43498,53371,53873,47562,335,229,175
62,02:57:00,34117,22519,33419,5514,5191,5533,55192,54151,53252,44404,41078,45171,43514,44827,41736,55582,51257,47727,40423,38991,46233,11813,11896,14348,46882,46383,46134,56601,54437,55311,47629,47310,48003,49016,45717,42090,41791,36985,47207,48549,45091,29182,18214,17689,36639,36310,35799,40839,40594,40848,44035,43869,43341,44797,45121,41653,39549,40145,36807,44859,44089,37127,22388,22794,22807,51191,51837,58381,55079,54250,52212,46413,47684,46170,47805,49128,47307,44014,43307,43583,53448,54458,47913,371,212,201
63,03:00:00,34316,22881,33981,5588,5309,5700,55330,54847,53756,44427,41585,45325,43819,45602,42255,55792,51371,48034,40711,39324,46794,12133,12085,14534,47570,46345,46238,56803,55029,55839,47912,47577,48681,49232,45842,41683,42320,36726,47364,49108,45542,29288,18128,17749,36653,36501,35826,41157,40880,41344,44072,43988,43872,45097,45128,41796,39928,40281,37052,44577,43984,37176,22778,22497,22869,51726,52150,58672,55607,54942,52435,46487,47687,46128,47323,49047,47992,44760,43782,44111,53634,53943,48363,348,240,191
64,03:03:00,34389,22791,33977,5543,5306,5637,55355,55176,54130,44489,41532,45760,43558,45211,42301,55510,51427,47380,40587,39351,46914,12211,12177,14951,47449,47068,46384,56988,55773,55721,47773,47701,48969,49356,46244,42277,42294,37266,47812,48849,45373,29167,18421,17788,36999,36625,36155,41137,41269,41258,44290,44331,43741,45060,45562,41783,40169,40079,36761,44748,44034,37154,22783,22742,23170,51893,52649,59510,55716,55155,52906,46521,48608,46933,47701,49582,48111,44522,43604,44216,53602,54301,48319,340,220,189
65,03:06:00,34877,22954,34284,5692,5304,5746,56280,55669,54467,45018,41498,45503,43791,44990,42473,56201,51564,47725,41444,39350,46869,12209,12139,15075,48205,47518,47052,57059,55792,56131,48025,48346,49150,49330,46480,41910,42653,36906,47325,48774,45319,29613,18517,17879,37022,37030,36483,41357,41531,41412,44070,44049,43726,45167,45107,42287,40403,40479,37205,45253,44041,36924,22908,23012,23236,51687,53033,59792,55936,54848,53053,47173,48086,46663,47625,49646,47922,44197,43763,44252,54044,54337,48748,371,227,189
66,03:09:00,34761,22889,34696,5766,5351,5791,56069,55588,54733,45550,41864,46389,43897,45634,42671,56299,51699,48014,41346,39762,47013,12259,12413,15323,48231,47783,47258,57625,56119,56594,48323,48710,49164,49665,46674,42262,42667,37437,47621,49101,45620,29729,18554,17823,37190,37107,36535,41422,41711,41691,44466,44308,43481,45300,45435,41924,40054,40267,37215,44981,44155,37618,23206,23136,23606,52066,52668,60605,56177,55616,53843,46664,47975,46900,47710,49304,48277,44609,43807,44329,53631,54205,48600,344,239,175
67,03:12:00,35216,23240,34685,5700,5407,5915,56554,56264,54897,45693,41977,46536,44073,45460,42943,56454,51825,47853,41324,39678,47362,12539,12507,15508,48524,48309,47294,57871,56480,56998,48483,48933,49492,49619,47354,42548,42446,37473,47714,48900,45371,29522,18603,18022,37173,37480,36512,41854,41887,41919,43927,44286,44208,45749,45411,41957,40168,40507,37698,45156,44500,37661,23202,23303,23593,52134,53416,60914,56328,55728,53942,47334,48367,46908,47791,49197,48396,44641,43739,44397,53714,54427,48344,364,224,200
68,03:15:00,35620,23205,34672,5819,5481,5913,56661,56324,54844,46035,41553,46344,43840,45697,42736,56782,51783,48379,41684,39757,47395,12551,12495,15842,48852,47979,47720,58439,56453,57164,48598,48663,49870,50206,47187,42469,42769,37447,47632,48733,45813,29865,18905,18037,37600,37365,36684,41387,41857,42064,44426,44254,43843,45614,45240,42257,40310,40533,37390,45189,44408,37668,23551,23330,23686,52714,53109,61422,56867,55715,54316,47057,48720,47367,47959,49486,48069,44651,43925,44903,54066,54241,48929,368,220,197
69,03:18:00,35862,23428,35438,5853,5525,5907,57285,57200,56174,46744,42602,47177,44707,46215,43286,57084,52273,48181,41505,39755,47247,12717,12673,16003,48959,48435,48316,58212,56836,57184,48751,49003,49935,49918,47335,42428,43162,37637,47714,48794,45637,29975,18816,18257,37287,37485,36873,41709,42104,42168,44568,44216,44176,45206,45559,42370,40156,40435,37514,45093,44423,37648,23664,23283,23788,52638,53229,61911,57186,56348,54528,47372,48852,47359,47982,49838,48377,44534,44257,44456,54093,54542,49114,342,238,188
70,03:21:00,35832,23462,35420,5896,5626,5971,57312,57410,55909,46460,42590,47574,44338,45841,43448,56919,52392,48427,41923,39736,47667,12771,12776,16265,49373,48397,48036,58636,56967,57990,49080,48893,49630,50034,47416,42610,42987,37508,47416,49246,46080,29937,18662,18209,37883,37425,36952,42084,42502,42418,44565,44579,44066,45503,45719,41965,40080,40267,37502,44595,44525,37406,23467,23726,23941,52586,53553,62077,57667,56453,54374,47210,49107,47509,48467,49679,48583,44782,44219,44618,53333,54143,48629,360,239,195
71,03:24:00,36299,23610,35810,5964,5620,6033,57384,57470,56795,46695,42885,47315,44610,46539,43503,57222,52618,48147,42121,39994,47699,13058,12923,16534,49392,48680,48279,58700,56906,58083,48992,49290,50086,50168,47179,42736,43137,38023,47794,49408,45643,30183,18881,18361,37911,37842,36759,42147,42472,42485,44716,44901,44317,45564,45086,42274,40234,40610,37443,45257,44350,37595,23866,23364,23876,53285,53542,62375,57749,56437,54584,47623,48920,47774,47852,50073,48712,44891,44392,44528,53791,54634,49038,348,239,191
72,03:27:00,36290,23634,35903,5999,5582,6056,58367,57815,56612,47445,42700,47587,44821,46832,43457,57074,52658,48506,41989,39849,47794,13014,13002,16720,49487,48964,48846,59183,57712,58810,49285,49456,50477,49980,47428,42805,42952,37523,47810,49410,46390,30158,18759,18423,37889,38129,37224,42560,43134,42290,44867,44926,44777,45850,45830,42321,40316,40744,37776,45277,44611,38029,23900,23781,24195,53316,54134,63212,57607,56576,54948,47427,49383,47696,48389,49863,48631,44993,44462,44749,53981,54531,49309,354,231,203
73,03:30:00,36627,23731,35849,6062,5702,6137,57886,58257,56583,47387,42947,47439,44491,46747,43506,57596,52035,48595,42333,39982,48173,13125,13082,16865,49670,49026,49199,59451,57845,58569,49458,49400,50238,50204,47292,42716,43094,37718,47870,49520,46148,30214,19222,18205,38182,38004,37171,42492,42962,42786,45202,45260,44679,45788,46329,42102,40354,40669,37991,45176,44501,37402,24149,23905,24678,53598,54691,63496,57611,56461,54869,47453,49771,47647,48282,50516,48628,44970,44543,44841,54302,54546,49316,358,225,185
74,03:33:00,36516,23751,36114,6031,5669,6132,58416,58203,57508,47359,42969,48268,44842,46147,43155,57424,51943,48194,42723,40080,48022,13212,13033,17166,49791,49557,49252,59554,58462,58887,49783,49726,50393,50518,47673,43002,43201,37944,48044,49523,46082,30456,18998,18421,38362,38098,37288,42528,42978,42974,45057,45148,44997,46038,45576,42743,40524,41188,38092,45151,44525,37954,24256,24011,24485,53890,54221,64109,58245,57351,55471,47814,49855,48543,49047,50643,48838,44897,44791,45340,54250,54495,49904,352,217,201
75,03:36:00,36828,23869,36364,6088,5728,6161,58740,58238,57415,47895,43218,48049,44989,46770,43812,57931,52457,48347,42969,40099,48132,13372,13284,17513,49971,49646,49386,59366,58090,58973,50055,49935,50679,50397,47589,43104,43387,37703,48137,49417,45870,30729,19022,18547,38432,38269,37655,42599,42883,42667,44858,45593,44896,46098,45899,42578,40258,40738,37952,45311,44542,37963,24521,23802,24330,54039,54118,64304,58254,57435,55297,47997,50304,48024,48735,50264,49235,45171,44704,45321,53895,54969,49327,353,222,200
76,03:39:00,36716,23705,36099,6065,5707,6180,58726,58354,57549,47516,43456,48316,45034,46802,43621,57420,52082,49144,42844,40331,48308,13448,13399,17686,50595,49542,49501,60281,58883,58991,50332,50209,50593,50156,47824,42810,43289,38175,48266,49771,46474,30651,19142,18637,38255,38502,37761,42629,43354,43205,45406,45059,45007,46054,45704,42287,40657,40474,37766,45368,45003,37883,24324,24133,24681,53834,54820,65166,58409,57476,55371,48561,49887,48418,49041,50297,48999,45189,44668,45455,54339,54782,49445,340,232,202
77,03:42:00,36877,23732,36529,6100,5750,6301,59188,58301,57694,48199,43371,48023,45225,46855,43848,57597,52805,48941,43080,39868,48266,13627,13411,17783,50714,50065,49652,60324,58717,59239,50297,49857,51001,50469,48096,43013,43376,38379,48202,49581,46308,30764,19360,18804,38311,38739,37444,43282,43514,43306,45408,45685,44930,45656,46083,42334,40604,40918,37988,45698,44580,37764,24414,24339,24607,54163,54644,64975,58606,58055,55976,47990,50299,48671,48531,50460,49301,45059,44829,45277,54456,54717,49841,361,236,189
78,03:45:00,37616,24120,36796,6185,5837,6270,59612,59576,58195,48528,43725,48668,45257,46970,44326,58611,52492,48946,42874,39877,48286,13570,13396,18136,50400,50060,49918,59921,58759,59400,50538,50126,51325,50739,48720,43261,43315,38163,48240,49364,46722,30507,19312,18593,38200,38498,37592,43338,43552,43151,45668,45905,45360,46114,46048,42673,40574,40824,38131,45546,45054,38083,24496,24377,24702,53892,54868,65088,58573,57670,55875,48484,50315,48786,48845,50269,49504,45467,44850,45320,53966,54763,49815,355,229,192
79,03:48:00,37168,24382,36912,6215,5796,6324,59189,59367,58537,48307,44159,48762,45386,46943,44186,58380,52772,48851,43228,40149,48424,13634,13423,18228,50870,50181,50182,59821,58483,60128,50489,50533,51903,50657,48475,43247,43381,38295,48297,49629,46735,30909,19446,18774,38462,39048,37546,43350,43962,43358,45190,45550,45224,46390,46429,42677,40933,41182,38039,45761,45048,38507,24670,24546,24837,54331,54985,65341,58415,58286,56650,48463,50367,48554,48560,50303,49848,45416,44743,45482,54653,54646,49703,363,237,198
80,03:51:00,37838,24291,36964,6269,5819,6283,60315,59604,59018,48936,43919,49120,45622,47391,44718,58911,53048,48824,43387,40228,48746,13772,13620,18303,50707,50543,50724,60156,59624,60283,50635,50582,51640,50661,48291,43167,43257,38003,48218,49304,46877,31005,19307,18771,39025,38677,37780,43388,43750,43042,45562,45569,45288,46212,46271,42775,40624,40856,38419,45716,44744,38456,24770,24487,25095,54796,55253,66118,59071,58462,56473,48373,50289,48894,49241,50635,49194,45459,45148,45346,54537,54843,49828,354,254,202
81,03:54:00,37818,24346,36916,6327,5848,6410,60216,59575,58832,49113,44037,49451,45665,47581,44335,58714,52866,48723,43632,40311,48649,13856,13591,18542,50989,50474,50535,61030,59216,60293,51325,51390,51986,50930,48274,43409,43360,38223,48438,49718,46836,30801,19497,18685,38689,39151,37913,43245,43828,43356,45972,45954,45632,46142,46542,42666,40862,40935,38395,45462,44962,38738,24859,24585,25034,54665,55370,66290,58964,58594,56774,48424,50569,49023,48775,50530,49927,45611,45031,45618,54714,55103,49967,362,232,195
82,03:57:00,37623,24210,37064,6310,5982,6396,60222,59999,58937,48886,44356,49185,45600,47544,44666,59116,52590,48820,43645,40394,48831,13828,13733,18887,50903,50956,50662,60837,59491,60471,51187,51469,51697,51149,48897,43469,43631,38981,48526,49456,46865,31135,19552,18941,38898,39165,38209,43633,44112,43767,46114,45951,45702,46521,46369,42851,40945,41084,38267,45658,44878,38391,24859,24732,25470,54617,55893,66688,59544,58834,57046,48891,50682,49244,48909,50706,49755,45284,45274,45748,54768,55077,49891,347,240,201
83,04:00:00,38183,24497,37350,6394,5866,6451,60123,59864,59568,49067,44498,49308,45557,47525,44943,59388,52593,48993,43867,40653,48924,14013,13778,19063,51621,50819,51104,61462,59571,60728,51517,50969,51689,50823,49020,43512,43626,38404,48319,49835,46888,31411,19845,18772,39087,39202,38321,43716,44222,43491,46315,46073,45630,46713,46378,42997,40917,40901,38393,46249,45245,38795,25148,24581,25231,55091,55760,67048,59544,58196,57097,48942,50700,49317,48852,50230,49712,45641,45197,45826,54535,55234,50201,351,242,208
84,04:03:00,38389,24722,37685,6408,5959,6467,60485,59983,59941,49243,44221,49905,46163,48017,45382,59062,52497,48698,44311,40334,49280,13915,13762,19197,51164,50870,50928,61073,59545,60885,51202,51719,52135,51395,48992,43359,43692,38599,48495,50147,46961,30965,19676,18846,39462,39244,38018,43634,44552,43798,46380,46125,45546,46489,46445,42970,41173,40833,38624,45532,44989,38442,25105,24768,25219,54753,55711,67997,59348,59382,57161,49085,50832,49056,49118,50537,49856,45706,45387,45986,54590,55345,49991,360,247,201
85,04:06:00,38282,24683,37628,6364,6017,6482,60657,60635,60160,49610,44916,49784,45956,47901,45056,59333,53021,48881,43964,40305,48876,14051,13818,19552,51502,50870,50947,61202,60148,61601,51643,51697,52084,51328,49048,43384,43422,38990,48858,50056,47396,31345,19698,19260,39148,39548,38418,44024,44812,43587,45932,46176,45818,46536,46666,42797,41196,41645,38666,45806,45152,38691,25211,24808,25330,54864,56102,67963,60166,59014,57371,48948,51093,49710,49322,51129,49809,45426,45688,46252,54764,55102,50271,366,246,219
86,04:09:00,38159,24823,37906,6429,5919,6562,60576,60896,60118,50050,45025,50347,46576,48183,45537,59358,53154,49085,44391,40583,49098,14284,13918,19564,51780,51015,51160,61378,60229,61061,51839,51551,52550,51194,49454,43645,43646,38669,48677,50090,47314,31315,19709,18928,39065,39563,38251,44343,44486,43911,46205,46317,46054,46756,46784,43217,41012,41372,38452,45903,44720,38917,25022,24919,25236,55368,56475,67615,60212,58931,57101,49061,51326,49383,49308,50996,49938,45665,45193,46296,54940,55227,49922,358,233,212
87,04:12:00,38505,25021,37980,6490,5992,6566,61378,61159,59918,49981,45197,50747,46747,48215,45244,59692,52998,48537,44439,40457,48830,14233,13861,19830,51498,51231,51322,61712,60164,61261,51523,51619,52282,50965,49373,43355,43694,38707,48249,50010,47461,31616,19711,18996,39264,39322,38595,44283,44757,44209,46278,46762,45915,46700,46567,43044,40901,41338,38859,46090,44850,38752,25322,25259,25518,55301,55907,68391,60213,59182,57351,49729,51040,49651,49169,51117,50230,45962,45542,46171,54995,55230,50332,352,222,199
88,04:15:00,38585,24679,37867,6415,6082,6501,61046,61321,60212,50373,44689,50374,46162,48172,45394,59275,53156,49229,44707,40779,49593,14312,13970,20051,51804,50746,51355,61604,60820,61102,52123,51959,52274,51420,49641,43766,43542,38900,48290,50370,47316,31531,19652,19021,38937,39349,38388,43792,44925,43897,46275,46404,46216,46795,46782,43312,40985,41018,38883,46071,45157,38839,25473,25169,25715,55577,55909,68838,60037,59301,57629,49311,51675,49561,49351,50933,50227,45786,45536,45961,54435,54819,50466,364,231,200
89,04:18:00,38866,24695,38257,6545,6099,6579,61287,60957,60209,50286,45235,50497,46397,48402,45793,59727,53757,49398,44657,40687,49110,14332,14022,20307,52062,51516,51548,62543,60578,61840,51786,52268,52475,51262,49225,43579,43722,39095,48332,49679,47381,31494,19767,19073,39534,39502,38520,44234,44463,44261,46465,46480,46158,46885,46536,42981,41003,41217,38771,45885,45206,38542,25571,24969,25495,55581,56144,68893,60041,59285,57147,49804,51243,49758,49364,51119,50067,46002,45575,46117,54828,55568,50227,360,252,208
90,04:21:00,38640,25025,38422,6629,6135,6587,61652,61065,60275,50951,45519,50722,46554,48420,45678,60112,53970,49138,44792,40814,49536,14318,14166,20183,51979,51795,52126,62144,60821,61473,51963,51956,53122,51805,49372,43674,44335,38891,48771,50091,47446,31438,19802,19148,39116,39596,38434,44287,44899,44304,46512,46835,46027,46997,46743,43221,41096,41684,38926,45569,45152,39088,25579,25264,25564,55746,56319,69415,60165,59746,58325,49936,51043,49992,49606,50883,50573,46079,45370,46437,54622,55220,50419,376,243,178
91,04:24:00,38922,25186,38560,6596,6122,6591,61498,61751,60752,50532,45340,50527,46262,48380,45708,60223,53482,49354,44922,41032,49732,14535,14146,20628,52625,51627,51929,62473,60801,62288,52103,52603,52921,51860,49708,43801,44165,38969,48776,50275,47477,31668,19655,19053,39490,39545,38624,44673,45096,44410,46243,46390,46350,46882,46350,43574,40799,41267,39012,45906,45137,38591,25532,25194,25690,55519,56052,69245,60469,60080,58213,49540,51416,50086,49547,51658,50287,45582,45694,46311,55565,55344,50405,377,228,199
92,04:27:00,38867,24915,38077,6619,5948,6624,61346,61762,60715,50739,45372,50491,46320,48482,46130,60395,53483,49200,44799,40936,49627,14507,14253,20989,52663,52074,51888,62082,60982,61880,51673,52304,52834,52193,49654,44016,44151,39229,48974,50220,47649,31615,20036,19178,39333,39913,38645,44575,45308,44352,46701,46144,46004,47010,46857,43080,40840,41139,38689,45529,45047,38610,25723,25186,25807,55604,56521,70096,60456,59523,58451,50084,51467,50051,49650,50944,50425,45812,45880,46630,55094,55689,50340,352,244,192
93,04:30:00,38896,25017,38477,6614,6147,6665,61932,61980,61142,51023,45697,50661,46697,48732,45768,60693,53471,49294,45077,41098,50045,14505,14325,21165,52241,51826,52040,62385,61075,61536,52252,52192,53257,51947,49976,43699,44393,39535,48897,50268,47956,31658,19850,19117,40046,39840,39169,44848,45514,44960,46985,46731,46189,46866,46798,43295,41170,41621,38885,46001,45299,38567,25661,25326,25921,55591,56216,69845,60700,59817,57967,50159,51799,50215,49469,51308,50987,46001,46009,46601,55064,55452,50424,377,234,196
94,04:33:00,39394,25267,38294,6617,6134,6775,61755,61817,61094,51278,45706,50851,46690,49351,45899,60958,53329,49381,45103,40826,49774,14605,14292,21150,52280,52049,52136,62521,60979,62479,52281,52421,53254,52060,50487,44009,44279,39020,48529,50421,47950,31928,19881,19272,39673,39906,38993,44487,45340,44572,46660,46625,46242,46897,46765,43499,40952,41397,39261,46131,45270,39178,25482,25158,26116,55826,56392,70057,60990,59779,58195,50104,52162,50403,49587,51300,50335,46140,45954,46852,54793,55958,50595,350,244,208
95,04:36:00,39286,25188,38716,6673,6146,6706,61934,62048,61172,51318,45476,51363,46933,49058,46170,60628,53567,49281,45165,41739,49864,14702,14351,21423,52208,51917,52362,62378,61224,62792,52485,52692,53327,52206,50061,44011,44222,39770,48986,50198,47902,31675,19923,19291,40086,40016,38820,44574,45279,44910,46943,46835,46468,47076,47167,43365,41227,41694,39204,45976,45098,39014,25482,25335,25982,56016,56439,70587,61297,60213,58274,50244,52164,50556,49894,51557,50693,46018,46015,46975,54666,55638,50858,354,258,205
96,04:39:00,38933,24912,38434,6617,6115,6717,61609,61393,61070,51093,45378,51078,46987,48837,45966,61134,53507,49419,45437,41182,49922,14730,14252,21684,52506,52118,51780,62396,60882,62199,52486,52875,53502,52522,50295,43931,44299,39486,48989,49980,48252,31766,19898,19279,39525,40219,39034,45020,45356,44911,46651,46833,46620,47252,47356,43410,41116,41593,39476,46334,45637,39273,25943,25280,26079,56129,56782,70687,61053,60142,58533,50547,51955,50891,49528,51613,50642,46018,45815,46824,55215,55864,50671,359,232,203
97,04:42:00,39170,25101,38719,6661,6115,6698,61856,61757,61471,51273,45749,51507,47052,49557,46447,60868,53724,49558,45598,41142,50604,14814,14437,21790,52733,52438,52171,62762,61614,62427,52686,52690,53437,52125,50812,43897,44233,39468,48982,50294,48354,31626,19821,19354,39629,40344,39235,44625,45305,44826,47046,46613,46538,46908,47321,43644,41345,41329,39299,45960,45180,39114,25912,25450,25757,56082,56751,70834,61271,60515,58725,50405,51961,50132,49637,51859,50433,46519,46072,46850,55341,55836,50260,363,235,206
