,Time,no_empty_0.5_rep_1,no_empty_0.5_rep_2,no_empty_0.5_rep_3,no_empty_1_rep_1,no_empty_1_rep_2,no_empty_1_rep_3,no_empty_2.5_rep_1,no_empty_2.5_rep_2,no_empty_2.5_rep_3,no_empty_5_rep_1,no_empty_5_rep_2,no_empty_5_rep_3,no_empty_10_rep_1,no_empty_10_rep_2,no_empty_10_rep_3,no_empty_15_rep_1,no_empty_15_rep_2,no_empty_15_rep_3,no_empty_30_rep_1,no_empty_30_rep_2,no_empty_30_rep_3,empty_0.5_rep_1,empty_0.5_rep_2,empty_0.5_rep_3,empty_1_rep_1,empty_1_rep_2,empty_1_rep_3,empty_2.5_rep_1,empty_2.5_rep_2,empty_2.5_rep_3,empty_5_rep_1,empty_5_rep_2,empty_5_rep_3,empty_10_rep_1,empty_10_rep_2,empty_10_rep_3,empty_15_rep_1,empty_15_rep_2,empty_15_rep_3,empty_30_rep_1,empty_30_rep_2,empty_30_rep_3,empty_T7_0.5_rep_1,empty_T7_0.5_rep_2,empty_T7_0.5_rep_3,empty_T7_1_rep_1,empty_T7_1_rep_2,empty_T7_1_rep_3,empty_T7_2.5_rep_1,empty_T7_2.5_rep_2,empty_T7_2.5_rep_3,empty_T7_5_rep_1,empty_T7_5_rep_2,empty_T7_5_rep_3,empty_T7_15_rep_1,empty_T7_15_rep_2,empty_T7_15_rep_3,empty_T7_10_rep_1,empty_T7_10_rep_2,empty_T7_10_rep_3,empty_T7_30_rep_1,empty_T7_30_rep_2,empty_T7_30_rep_3,empty_sigma70_0.5_rep_1,empty_sigma70_0.5_rep_2,empty_sigma70_0.5_rep_3,empty_sigma70_1_rep_1,empty_sigma70_1_rep_2,empty_sigma70_1_rep_3,empty_sigma70_2.5_rep_1,empty_sigma70_2.5_rep_2,empty_sigma70_2.5_rep_3,empty_sigma70_5_rep_1,empty_sigma70_5_rep_2,empty_sigma70_5_rep_3,empty_sigma70_10_rep_1,empty_sigma70_10_rep_2,empty_sigma70_10_rep_3,empty_sigma70_15_rep_1,empty_sigma70_15_rep_2,empty_sigma70_15_rep_3,empty_sigma70_30_rep_1,empty_sigma70_30_rep_2,empty_sigma70_30_rep_3,blank_rep_1,blank_rep_2,blank_rep_3
1000,00:51:34,64,64,67,82,72,81,106,109,101,207,250,190,790,912,1096,1768,1394,1356,5918,7012,6936,96,81,65,99,104,105,173,168,158,416,569,423,1191,1444,1179,2438,2266,2233,7976,7273,6486,109,89,95,110,113,117,271,279,257,828,772,745,2162,1449,1803,1638,1870,1878,7764,8266,8587,93,103,108,144,128,118,373,344,347,799,632,692,1589,1786,1825,3282,3246,2613,7432,6285,6425,71,55,52
1001,00:54:34,65,65,72,74,82,73,115,99,108,247,282,231,945,1085,1318,2109,1619,1612,6896,8179,8028,101,84,80,101,95,93,200,186,190,503,644,487,1382,1685,1398,2851,2672,2645,9200,8269,7424,120,104,87,122,110,125,311,305,292,949,869,883,2540,1693,2133,1944,2211,2117,8743,9405,9760,110,87,90,150,146,141,414,411,387,924,761,807,1873,2101,2172,3808,3781,3080,8670,7326,7423,73,54,57
1002,00:57:34,56,70,62,73,92,79,121,105,118,267,315,276,1049,1271,1549,2379,1892,1872,7900,9446,9156,104,87,84,98,119,107,225,209,200,576,742,589,1642,2018,1599,3368,3079,3051,10476,9401,8651,102,91,92,143,133,126,372,354,318,1139,1014,994,2978,1944,2487,2289,2565,2414,9894,10679,11077,131,106,109,157,173,155,513,457,454,1073,889,902,2202,2394,2522,4426,4409,3592,10023,8506,8573,69,59,60
1003,01:00:34,50,74,82,80,102,104,114,106,117,314,362,287,1288,1426,1763,2835,2165,2109,8987,10743,10252,122,108,111,121,126,115,268,241,218,663,882,653,1845,2314,1848,3822,3560,3546,11656,10637,9759,119,76,107,171,159,129,431,411,342,1290,1197,1133,3386,2192,2938,2727,2974,2692,11262,12125,12425,138,114,131,194,196,148,537,534,504,1219,1030,1046,2525,2827,2907,5127,5064,4133,11251,9527,9785,85,65,40
1004,01:03:34,70,68,80,81,89,86,151,117,135,360,422,331,1420,1649,2016,3267,2455,2369,10092,12100,11552,117,97,79,119,141,123,283,274,261,762,1021,739,2097,2585,2104,4365,4066,4009,13111,11710,10711,143,134,115,175,171,157,447,481,388,1479,1356,1346,3828,2472,3316,3104,3349,2897,12697,13479,13793,156,138,114,206,205,197,619,591,567,1389,1141,1177,2922,3159,3302,5712,5727,4671,12634,10794,11005,78,68,74
1005,01:06:34,68,75,83,85,104,92,167,144,148,363,481,378,1599,1866,2281,3663,2798,2681,11249,13401,12734,125,114,93,133,153,138,303,296,299,871,1117,838,2286,2907,2355,4868,4477,4553,14338,13070,11879,159,112,125,198,177,164,533,535,450,1652,1518,1529,4178,2779,3756,3490,3766,3203,14095,14923,15317,155,149,141,200,245,198,703,640,647,1560,1319,1302,3300,3599,3780,6469,6319,5330,14188,11972,12005,76,73,54
1006,01:09:34,65,68,63,113,94,89,151,153,158,434,547,405,1780,2117,2500,4154,3062,2956,12511,14687,14071,114,118,103,153,154,147,358,347,329,953,1255,930,2622,3255,2726,5518,5064,5079,15578,14477,13236,145,122,120,208,199,187,565,602,526,1850,1733,1700,4721,3054,4191,3902,4190,3448,15596,16451,16618,168,162,138,237,266,218,764,707,723,1697,1465,1468,3688,4011,4118,7096,7073,5911,15553,13300,13385,85,57,54
1007,01:12:34,68,75,73,92,102,109,196,150,155,454,572,470,1964,2316,2759,4610,3426,3352,13666,16196,15496,143,131,107,154,147,143,363,375,321,1107,1401,1032,2859,3571,2984,6104,5614,5638,16918,15797,14493,179,134,131,230,234,208,639,674,560,2065,1941,1895,5138,3373,4666,4307,4591,3732,17078,17877,18058,175,170,139,269,322,249,863,791,792,1896,1611,1635,4136,4447,4603,7772,7832,6637,16829,14606,14749,73,63,51
1008,01:15:34,76,61,75,128,106,112,189,164,188,505,657,474,2242,2567,3014,5058,3725,3726,14935,17489,16726,149,143,110,156,168,170,411,399,391,1204,1531,1185,3172,3976,3272,6696,6185,6265,18295,17061,15740,182,147,160,259,239,223,695,714,639,2259,2104,2176,5622,3623,5101,4622,4980,3984,18704,19077,19223,208,175,164,277,346,251,911,859,876,2055,1812,1791,4562,4931,5082,8542,8461,7407,18128,15938,15966,81,55,47
1009,01:18:34,83,81,70,107,113,106,219,185,189,572,709,535,2429,2811,3260,5546,4131,4064,16312,19067,18102,165,129,115,174,185,177,464,438,388,1319,1714,1253,3406,4297,3583,7300,6756,6892,19688,18581,17066,201,145,153,269,260,236,759,813,712,2478,2355,2395,6071,3908,5643,5037,5330,4286,20017,20563,20320,210,178,179,291,375,270,999,921,929,2221,2040,2035,5036,5358,5548,9259,9241,8123,19303,17304,17328,102,82,61
1010,01:21:34,89,79,94,127,114,112,239,185,193,630,797,572,2618,3055,3619,6009,4505,4423,17429,20630,19561,170,144,146,214,195,180,487,495,473,1455,1813,1387,3787,4699,3923,7998,7390,7542,21206,20158,18212,214,147,156,295,267,257,822,858,759,2636,2542,2610,6496,4180,6118,5382,5667,4490,21249,21606,21456,203,186,181,324,379,286,1075,1029,1018,2425,2239,2205,5472,5835,5974,9982,9936,8959,20568,18604,18592,90,54,61
1011,01:24:34,89,75,91,125,123,118,268,219,218,679,854,618,2859,3312,3812,6567,4895,4815,18727,21960,20804,173,161,134,233,222,194,530,499,506,1585,1968,1513,4043,5038,4254,8568,7998,8164,22330,21454,19714,218,165,149,322,285,306,868,942,836,2892,2764,2797,6957,4366,6539,5734,6058,4746,22394,22873,22515,240,202,204,356,393,300,1168,1104,1077,2623,2421,2384,5941,6387,6538,10648,10721,9614,21512,19824,19852,85,64,69
1012,01:27:34,87,86,91,123,131,131,262,221,233,735,908,701,3102,3611,4113,7069,5299,5238,19964,23099,22400,179,161,135,230,236,199,571,555,512,1728,2126,1639,4340,5430,4626,9252,8588,8871,23779,22918,20671,254,194,179,319,319,311,942,1000,939,3105,2950,3027,7362,4611,7011,6101,6407,5083,23699,23684,23527,247,217,204,395,439,347,1256,1163,1139,2811,2595,2605,6410,6718,6902,11461,11497,10394,22854,20778,20810,80,46,51
1013,01:30:34,90,71,110,133,141,126,283,235,254,771,954,744,3299,3829,4433,7578,5599,5604,21386,24526,23619,187,162,143,236,229,202,621,584,578,1853,2247,1785,4680,5870,4949,9939,9196,9492,24863,24030,22068,231,191,173,337,343,369,1024,1025,982,3285,3110,3186,7897,4901,7441,6434,6798,5269,24898,24697,24753,246,217,215,415,438,374,1312,1237,1275,2983,2844,2806,6835,7190,7476,12205,12159,11243,23870,22200,22085,90,65,71
1014,01:33:34,84,72,100,138,146,131,300,234,267,823,1057,804,3565,4067,4606,8092,6011,6008,22457,25799,25020,199,174,163,257,234,214,639,644,642,2021,2397,1881,4953,6250,5296,10543,9835,10143,25755,25327,23356,256,217,201,357,355,373,1043,1130,1057,3485,3278,3444,8290,5137,7911,6779,7032,5563,26130,25782,25344,250,216,225,432,467,407,1404,1354,1305,3199,3001,2924,7304,7705,7981,12861,12925,11937,24697,23112,23175,100,67,59
1015,01:36:34,86,92,103,155,150,140,332,262,288,900,1096,839,3812,4325,4901,8567,6443,6445,23638,27132,26403,198,192,166,266,267,258,711,696,659,2170,2556,1989,5343,6554,5664,11312,10467,10857,27176,26219,24575,262,214,206,391,387,406,1128,1189,1140,3637,3537,3633,8631,5394,8262,7126,7405,5763,26989,26481,26076,258,250,228,454,509,432,1469,1386,1418,3395,3201,3189,7835,8182,8417,13669,13757,12793,25919,24123,24237,106,59,62
1016,01:39:34,108,92,120,154,157,141,364,272,311,966,1170,883,4077,4650,5175,9044,6873,6817,24906,28368,27517,205,171,181,279,280,244,771,715,726,2270,2711,2157,5640,6956,6038,11946,11128,11431,28353,27655,26001,275,208,199,415,406,431,1184,1244,1207,3836,3669,3807,9043,5517,8753,7455,7689,5964,27906,27273,26830,294,255,257,505,527,442,1544,1483,1480,3556,3394,3313,8219,8596,8828,14552,14453,13605,26481,25365,25303,97,69,70
1017,01:42:34,99,90,108,160,156,158,357,311,313,1016,1242,950,4288,4935,5508,9523,7272,7374,26000,29543,28704,219,218,174,297,284,280,788,749,761,2449,2862,2268,6062,7283,6423,12610,11800,12331,29394,28738,27177,266,221,217,440,437,444,1244,1308,1283,4020,3871,4022,9460,5808,9049,7674,8072,6246,29075,28184,27787,294,269,281,510,559,500,1645,1549,1570,3770,3579,3539,8727,9131,9362,15262,15157,14267,27606,26456,26312,115,68,48
1018,01:45:34,91,94,120,178,169,160,381,337,341,1075,1319,1016,4584,5180,5725,10087,7676,7845,26978,30699,29974,238,183,168,285,299,289,834,824,809,2659,2993,2438,6426,7641,6775,13130,12458,12769,30783,29649,28369,284,237,220,445,418,473,1314,1385,1346,4166,4064,4233,9811,5975,9378,8036,8299,6450,29994,28856,28024,321,266,298,578,569,508,1733,1664,1655,3929,3805,3781,9120,9545,9855,16054,16035,15202,28583,27341,27156,103,63,61
1019,01:48:34,114,90,110,171,174,157,415,332,364,1143,1352,1078,4860,5512,6001,10596,8098,8351,28337,32083,31262,240,191,175,324,314,309,876,845,876,2763,3136,2526,6749,8070,7172,13983,13067,13672,31712,30589,29580,298,240,242,471,466,491,1363,1451,1409,4369,4182,4338,10123,6178,9771,8335,8529,6641,30683,29559,28731,324,311,285,569,603,523,1803,1732,1705,4111,3935,3901,9559,10046,10296,16698,16711,15742,29252,28129,28103,114,68,67
1020,01:51:34,104,102,111,176,191,184,428,343,375,1204,1458,1159,5105,5850,6333,11131,8560,9011,29203,32982,32580,224,207,178,326,338,287,930,889,910,2936,3310,2718,7274,8379,7566,14574,13814,14288,32461,31346,30630,336,266,240,486,492,492,1418,1509,1475,4561,4370,4509,10449,6303,10069,8408,8795,6902,31349,30200,29267,345,326,290,612,636,544,1888,1797,1799,4357,4148,4065,9979,10558,10812,17470,17521,16374,30399,29154,28863,107,75,60
1021,01:54:34,109,115,123,186,180,180,441,367,395,1259,1558,1174,5426,6051,6415,11673,9021,9390,30393,33878,33394,244,223,189,354,346,313,967,983,958,3156,3409,2908,7586,8777,7916,15179,14431,14979,33263,32319,31845,307,264,254,503,510,527,1488,1577,1536,4660,4469,4722,10782,6554,10427,8707,9044,7066,31912,30620,29753,357,317,298,642,682,601,1969,1875,1865,4434,4388,4271,10462,11037,11234,18076,18036,17131,30869,29621,29823,109,65,66
1022,01:57:34,108,101,120,201,184,184,480,382,416,1351,1590,1276,5655,6376,6696,12161,9422,9949,31651,35164,34625,259,213,196,366,361,329,1055,1012,993,3292,3560,3056,8092,9158,8363,15827,15222,15703,34376,33351,32511,339,262,258,512,507,545,1527,1621,1554,4757,4647,4836,10973,6599,10686,8890,9258,7242,32761,31283,30348,362,343,323,661,662,592,2063,1942,1963,4725,4599,4437,10867,11483,11710,18798,18688,17777,31740,30614,30378,116,70,62
1023,02:00:34,100,97,113,202,197,187,474,412,429,1423,1678,1340,5943,6640,6854,12588,9793,10411,32686,35954,35874,256,226,204,391,397,338,1086,1024,1066,3531,3656,3192,8546,9467,8649,16620,15682,16164,34976,33893,33916,333,284,271,555,525,552,1586,1671,1632,4957,4829,5036,11335,6815,10910,9153,9487,7421,33373,31693,31024,378,343,325,723,714,632,2128,2061,2014,4776,4799,4614,11235,11974,12291,19534,19626,18655,32552,31342,31378,99,56,55
1024,02:03:34,119,105,135,210,215,207,508,446,464,1503,1776,1399,6225,6929,7141,13177,10292,10950,33909,36998,36437,280,251,212,375,372,362,1144,1123,1128,3772,3853,3312,8991,9763,9130,17171,16513,16908,35897,34944,34449,347,286,270,561,540,585,1613,1709,1696,5105,4881,5122,11604,6930,11242,9279,9652,7555,33857,32113,31229,388,346,331,712,723,648,2210,2110,2098,5041,4945,4823,11638,12380,12687,20205,20010,19242,33160,32178,31961,126,77,72
1025,02:06:34,114,116,117,215,205,205,547,460,484,1535,1819,1460,6528,7192,7342,13673,10819,11399,34790,37887,37734,277,250,219,404,400,395,1152,1169,1190,3892,3932,3531,9386,10199,9531,17680,16983,17653,36613,35499,35266,346,286,288,549,580,607,1659,1788,1729,5284,4979,5232,11866,6975,11546,9566,9872,7626,34210,32292,31716,411,377,363,738,780,671,2285,2194,2157,5262,5211,5019,11938,12881,13026,20817,20838,19822,33510,32700,32698,115,57,49
1026,02:09:34,137,105,114,208,216,201,538,462,493,1644,1948,1525,6674,7445,7641,14174,11215,11983,36003,38797,38718,287,262,220,416,412,403,1219,1216,1233,4071,4155,3690,9828,10410,9788,18411,17449,18181,37240,36367,36209,369,304,284,588,559,624,1712,1829,1747,5368,5148,5339,12169,7126,11760,9691,10046,7857,35178,32816,31744,407,387,380,768,798,732,2382,2232,2268,5436,5286,5177,12443,13383,13602,21395,21496,20413,34368,33534,33214,121,59,67
1027,02:12:34,126,110,129,221,228,214,553,481,507,1663,2002,1619,7014,7828,7916,14721,11813,12368,37085,39755,39620,288,268,237,428,423,412,1278,1278,1297,4291,4289,3830,10345,10801,10258,18976,18008,18623,37831,36980,36714,390,289,288,607,597,647,1745,1857,1795,5505,5292,5539,12355,7252,11980,9905,10206,8034,35604,33445,32415,426,388,385,798,790,759,2471,2341,2314,5532,5516,5408,12865,13766,13895,22134,22112,21150,34851,34291,33987,104,57,50
1028,02:15:34,134,123,132,222,235,216,573,502,540,1780,2033,1691,7279,8010,8164,15092,12036,12840,38004,40586,40117,294,278,241,458,434,420,1335,1315,1330,4441,4377,3963,10692,11101,10622,19330,18682,19311,38628,37754,37342,389,307,289,624,599,656,1786,1897,1879,5637,5360,5636,12493,7324,12216,10060,10316,8290,35838,33553,32800,438,398,393,819,863,766,2542,2456,2414,5772,5746,5604,13401,14170,14487,22707,22677,21736,35335,34799,34629,118,65,61
1029,02:18:34,145,109,136,237,234,225,599,526,575,1836,2152,1732,7592,8301,8502,15700,12700,13242,38922,41152,40957,304,277,227,472,460,460,1391,1381,1373,4688,4583,4141,11160,11560,10874,19927,19261,19956,39135,38582,37776,375,299,305,630,637,684,1836,1910,1889,5706,5470,5767,12772,7394,12400,10153,10339,8230,36382,34103,33022,440,417,398,851,870,805,2637,2464,2479,5889,5840,5682,13567,14401,14811,23308,23383,22357,36192,35209,34990,124,62,51
1030,02:21:34,133,124,137,246,231,203,620,554,566,1928,2200,1789,7843,8565,8713,16005,13252,13651,39908,41950,41595,317,275,256,502,469,457,1425,1406,1417,4893,4655,4267,11455,11907,11302,20595,20023,20619,39471,38785,38447,380,328,311,649,620,669,1880,1996,1905,5764,5650,5805,12862,7486,12450,10320,10652,8499,36784,33932,33513,450,406,414,863,869,818,2685,2508,2566,6094,6027,5904,13992,14988,15250,23721,23849,22961,36475,35499,35356,128,76,52
1031,02:24:34,158,132,141,232,249,239,637,568,558,1968,2272,1882,8203,8890,9097,16675,13719,14169,40599,42714,42621,317,296,269,477,496,484,1505,1427,1480,5001,4816,4449,11863,12155,11749,20928,20279,21184,40029,39015,38902,376,330,316,640,644,717,1935,2030,1945,5877,5672,5975,13053,7582,12666,10363,10727,8596,37340,34311,33400,457,415,418,915,902,832,2756,2626,2652,6289,6198,6103,14384,15378,15584,24381,24419,23441,36821,36197,36234,116,52,56
1032,02:27:34,161,122,141,235,264,253,672,584,617,2077,2355,1951,8399,9135,9210,17091,14092,14581,41157,42803,42962,340,284,271,502,509,495,1510,1459,1528,5249,4938,4570,12253,12553,12051,21590,20976,21607,40369,39551,39455,387,324,342,651,642,739,1953,2029,1965,6002,5787,6031,13278,7536,13004,10452,10750,8706,37725,34546,33728,463,434,453,891,939,886,2833,2683,2723,6436,6291,6316,14775,15758,15950,24835,24874,24226,37034,36674,36508,107,64,60
1033,02:30:34,146,122,130,258,255,250,683,610,628,2133,2441,2043,8727,9367,9533,17567,14690,14897,42060,43808,43581,333,302,279,528,522,498,1549,1522,1610,5475,5099,4739,12530,12782,12356,22083,21490,22295,41179,39935,40112,418,338,309,688,648,743,1966,2097,2028,6021,5838,6070,13409,7732,12946,10576,10911,8707,38181,35010,34012,486,433,418,914,939,884,2975,2732,2761,6582,6506,6341,15162,16224,16421,25444,25467,24378,37664,36935,36860,118,87,57
1034,02:33:34,152,130,147,259,259,255,696,636,671,2197,2465,2141,8908,9680,9856,17923,14977,15355,42472,43862,44247,349,333,277,527,521,513,1622,1592,1634,5563,5193,4904,12801,13117,12750,22740,21965,22820,41375,40702,40557,424,323,321,712,686,759,2009,2118,2047,6173,5862,6137,13539,7788,13112,10655,11085,8937,38574,35082,34009,478,449,447,964,982,915,2972,2868,2845,6737,6719,6604,15317,16424,16706,26030,25867,25212,37862,37630,37320,119,74,66
1035,02:36:34,141,139,131,268,275,267,725,657,702,2293,2573,2177,9267,9856,10085,18481,15660,15832,42944,44956,44594,360,298,283,539,532,538,1664,1652,1684,5768,5386,5135,13160,13421,13078,22996,22261,23027,42115,40688,40884,396,335,322,723,691,752,2027,2137,2092,6236,5931,6215,13703,7757,13227,10729,11010,8994,38705,35185,34443,492,475,442,1009,1001,946,3052,2916,2939,6811,6922,6686,15756,16941,17229,26445,26638,25367,38435,38344,38140,129,75,52
