,Time,no_empty_0.5_rep_1,no_empty_0.5_rep_2,no_empty_0.5_rep_3,no_empty_1_rep_1,no_empty_1_rep_2,no_empty_1_rep_3,no_empty_2.5_rep_1,no_empty_2.5_rep_2,no_empty_2.5_rep_3,no_empty_5_rep_1,no_empty_5_rep_2,no_empty_5_rep_3,no_empty_10_rep_1,no_empty_10_rep_2,no_empty_10_rep_3,no_empty_15_rep_1,no_empty_15_rep_2,no_empty_15_rep_3,no_empty_30_rep_1,no_empty_30_rep_2,no_empty_30_rep_3,empty_0.5_rep_1,empty_0.5_rep_2,empty_0.5_rep_3,empty_1_rep_1,empty_1_rep_2,empty_1_rep_3,empty_2.5_rep_1,empty_2.5_rep_2,empty_2.5_rep_3,empty_5_rep_1,empty_5_rep_2,empty_5_rep_3,empty_10_rep_1,empty_10_rep_2,empty_10_rep_3,empty_15_rep_1,empty_15_rep_2,empty_15_rep_3,empty_30_rep_1,empty_30_rep_2,empty_30_rep_3,empty_T7_0.5_rep_1,empty_T7_0.5_rep_2,empty_T7_0.5_rep_3,empty_T7_1_rep_1,empty_T7_1_rep_2,empty_T7_1_rep_3,empty_T7_2.5_rep_1,empty_T7_2.5_rep_2,empty_T7_2.5_rep_3,empty_T7_5_rep_1,empty_T7_5_rep_2,empty_T7_5_rep_3,empty_T7_15_rep_1,empty_T7_15_rep_2,empty_T7_15_rep_3,empty_T7_10_rep_1,empty_T7_10_rep_2,empty_T7_10_rep_3,empty_T7_30_rep_1,empty_T7_30_rep_2,empty_T7_30_rep_3,empty_sigma70_0.5_rep_1,empty_sigma70_0.5_rep_2,empty_sigma70_0.5_rep_3,empty_sigma70_1_rep_1,empty_sigma70_1_rep_2,empty_sigma70_1_rep_3,empty_sigma70_2.5_rep_1,empty_sigma70_2.5_rep_2,empty_sigma70_2.5_rep_3,empty_sigma70_5_rep_1,empty_sigma70_5_rep_2,empty_sigma70_5_rep_3,empty_sigma70_10_rep_1,empty_sigma70_10_rep_2,empty_sigma70_10_rep_3,empty_sigma70_15_rep_1,empty_sigma70_15_rep_2,empty_sigma70_15_rep_3,empty_sigma70_30_rep_1,empty_sigma70_30_rep_2,empty_sigma70_30_rep_3,blank_rep_1,blank_rep_2,blank_rep_3
51,02:24:00,0,0,5,22,17,6,27,19,17,87,106,86,331,383,378,713,583,601,1732,1857,1819,19,0,0,39,22,15,57,67,71,214,206,185,506,520,500,897,861,892,1724,1668,1659,23,17,8,32,32,25,95,93,86,239,247,254,564,323,540,436,461,368,1608,1475,1423,26,17,29,36,28,25,110,127,114,259,290,257,609,656,663,1057,1047,1006,1579,1570,1564,0,17,0
52,02:27:00,0,6,6,2,33,7,22,27,37,91,108,86,360,390,405,720,611,624,1759,1850,1855,11,6,15,20,25,3,68,64,70,227,208,203,533,530,523,926,895,928,1754,1706,1683,13,5,8,26,27,29,77,86,74,268,248,262,572,326,547,442,453,371,1612,1506,1456,29,25,17,31,37,42,128,121,113,271,267,279,632,683,692,1064,1056,1017,1590,1570,1571,1,10,1
53,02:30:00,0,0,0,11,14,8,23,20,17,102,110,89,362,405,410,750,631,632,1789,1852,1888,18,9,14,32,25,27,70,74,70,221,212,207,536,545,521,941,904,942,1766,1722,1729,8,25,13,38,35,24,92,81,92,256,234,254,574,336,562,451,458,376,1645,1514,1459,29,17,21,46,53,36,131,131,131,277,255,291,649,702,692,1094,1100,1054,1615,1582,1593,0,5,20
54,02:33:00,3,1,13,17,10,18,24,26,22,93,108,87,380,397,414,753,645,667,1831,1897,1871,24,11,17,16,18,30,57,81,80,248,231,208,558,552,545,963,945,947,1775,1731,1743,21,11,20,33,43,33,89,76,86,257,247,264,588,332,571,456,477,391,1655,1514,1477,19,25,25,48,53,23,139,110,123,277,285,285,672,721,714,1105,1099,1080,1620,1633,1612,26,12,0
55,02:36:00,10,23,11,11,21,21,26,27,32,97,113,99,392,419,435,800,672,689,1849,1924,1918,1,18,16,14,25,34,63,65,69,255,225,219,567,577,563,1004,959,1005,1799,1773,1767,21,26,16,30,27,32,90,97,94,275,254,261,582,348,564,459,484,375,1678,1502,1476,7,24,14,41,43,39,120,110,126,296,289,282,665,734,718,1141,1121,1098,1650,1637,1623,14,6,11
56,02:39:00,5,10,6,17,9,8,19,27,37,99,120,95,403,431,428,800,701,689,1879,1938,1931,16,16,0,32,20,16,53,55,78,252,246,224,572,579,568,1004,981,1005,1823,1793,1781,11,19,24,45,33,39,79,96,87,268,265,269,604,332,570,462,480,387,1700,1549,1498,26,27,22,39,47,37,132,116,130,305,304,290,687,742,760,1154,1152,1129,1653,1658,1623,1,6,1
57,02:42:00,0,6,19,11,13,15,36,20,35,85,119,106,423,450,464,841,720,708,1876,1954,1953,14,22,32,28,29,23,81,66,83,269,236,240,583,595,597,1018,996,1014,1843,1791,1794,19,24,16,22,48,34,86,108,94,276,253,259,599,349,573,468,483,392,1698,1544,1477,35,20,17,37,50,33,140,130,134,294,308,287,686,765,755,1175,1168,1145,1700,1647,1673,29,5,3
58,02:45:00,6,2,12,9,8,11,45,24,30,100,113,99,436,457,460,849,714,738,1925,1991,1963,0,0,10,37,35,23,76,81,70,257,252,241,609,608,606,1040,1029,1030,1849,1811,1816,22,12,16,28,17,29,104,109,97,260,264,267,599,340,578,479,486,396,1727,1540,1501,19,27,10,64,34,52,134,144,120,303,322,309,721,771,784,1184,1193,1163,1688,1669,1678,10,0,3
59,02:48:00,6,2,2,0,21,19,32,26,40,103,122,98,443,478,477,871,741,754,1933,1997,2005,13,14,10,27,3,27,85,77,74,274,239,250,626,634,621,1056,1031,1080,1847,1822,1837,19,14,6,19,37,26,95,101,96,281,260,280,616,354,583,476,493,413,1744,1561,1505,26,19,11,48,51,42,144,143,142,328,322,314,718,793,796,1204,1205,1178,1695,1675,1692,0,1,10
60,02:51:00,0,1,5,16,18,6,43,19,38,119,128,114,450,468,491,903,749,763,1959,2012,2023,15,16,12,34,15,44,79,89,85,283,264,260,628,638,610,1082,1042,1090,1888,1847,1842,14,6,19,26,23,36,97,111,85,275,287,288,616,360,593,480,500,408,1741,1569,1530,26,19,27,44,49,36,134,139,142,323,331,322,732,801,815,1226,1224,1171,1723,1704,1701,4,0,12
61,02:54:00,20,16,25,14,11,21,35,24,30,118,130,117,464,488,497,914,755,772,1958,2052,2030,25,4,16,21,23,21,88,88,83,301,264,257,638,661,632,1095,1086,1108,1878,1841,1840,26,4,13,21,27,43,83,94,105,278,268,295,618,345,589,485,489,415,1758,1579,1545,33,24,26,53,46,50,145,144,140,331,337,318,743,803,842,1249,1251,1190,1743,1716,1729,12,4,9
62,02:57:00,9,5,13,5,0,28,35,21,45,107,144,120,449,480,517,944,799,797,1998,2038,2057,19,10,12,43,24,45,82,82,86,305,266,274,662,666,658,1134,1091,1127,1915,1866,1862,23,19,17,38,37,17,99,94,92,286,270,282,627,367,605,477,507,414,1777,1603,1542,16,11,22,46,48,56,163,128,140,333,328,330,769,827,836,1279,1275,1217,1727,1728,1726,0,0,15
63,03:00:00,13,0,4,8,11,26,26,39,24,126,144,111,479,509,510,953,804,811,2012,2057,2061,21,7,20,18,34,24,89,87,85,306,288,277,672,683,682,1141,1112,1162,1919,1888,1887,23,21,29,36,32,40,90,94,103,284,282,291,627,347,607,487,498,427,1780,1582,1537,23,35,18,53,79,45,166,151,144,342,339,346,782,845,851,1266,1282,1231,1750,1753,1760,0,6,0
64,03:03:00,12,0,7,17,16,21,40,29,39,128,146,129,507,511,523,976,825,827,2036,2086,2080,21,16,14,20,39,33,91,94,92,311,281,268,689,694,666,1163,1117,1163,1925,1913,1893,14,21,29,40,31,28,87,97,93,283,284,280,629,335,613,492,491,411,1818,1605,1536,13,32,22,46,51,57,150,151,161,355,343,352,800,842,845,1286,1293,1263,1772,1764,1760,11,3,2
65,03:06:00,7,8,13,22,16,19,39,35,28,127,135,109,507,526,542,998,848,837,2076,2105,2104,24,34,26,32,36,26,91,87,86,316,296,287,700,694,675,1169,1143,1184,1923,1889,1865,27,18,22,28,38,51,98,116,89,298,294,297,637,351,617,483,520,429,1791,1611,1570,16,26,19,58,47,43,164,149,153,363,370,357,805,857,871,1304,1298,1259,1797,1774,1777,2,5,4
66,03:09:00,16,0,7,14,18,7,54,32,46,130,149,112,519,527,546,1012,865,863,2049,2085,2106,14,4,0,26,33,20,97,89,92,335,295,295,718,719,686,1177,1145,1190,1912,1898,1896,23,21,28,19,44,43,98,116,100,293,277,290,623,352,605,494,500,428,1835,1604,1559,11,20,10,60,63,48,161,161,178,383,362,351,810,873,900,1310,1312,1279,1775,1779,1797,0,3,5
67,03:12:00,9,0,3,19,26,16,42,31,34,141,139,133,519,546,549,1055,863,865,2078,2130,2121,11,28,10,41,26,35,97,94,108,327,297,286,723,725,701,1203,1160,1205,1950,1910,1905,12,8,33,40,46,33,112,104,102,301,269,304,633,350,606,495,513,419,1831,1601,1572,34,35,14,55,43,71,171,163,155,370,371,375,827,892,881,1325,1330,1283,1818,1781,1789,13,0,0
68,03:15:00,7,4,0,16,18,18,55,36,37,123,149,131,541,546,556,1055,882,875,2069,2144,2127,23,15,24,39,27,36,92,110,94,346,298,300,726,729,715,1187,1184,1235,1966,1942,1923,35,22,8,37,32,42,106,116,118,282,290,299,642,339,612,500,517,446,1853,1628,1572,33,11,26,51,54,47,154,147,166,373,381,365,836,911,903,1344,1335,1300,1821,1796,1830,7,0,1
69,03:18:00,8,3,12,9,13,17,42,39,25,133,143,146,547,551,581,1066,884,885,2090,2128,2143,5,7,11,44,48,42,90,97,104,340,301,299,745,749,744,1229,1187,1222,1956,1945,1931,26,21,6,26,36,43,98,118,108,297,290,303,630,359,618,495,520,429,1861,1626,1578,15,30,32,49,58,53,178,161,170,375,386,387,842,919,924,1343,1353,1324,1802,1803,1816,0,3,9
70,03:21:00,0,0,6,7,17,8,34,52,37,143,151,126,545,564,587,1100,888,909,2127,2158,2151,23,24,18,32,28,32,97,112,98,341,313,314,766,749,735,1249,1196,1258,1973,1950,1949,21,9,1,38,32,45,97,107,106,302,288,304,652,365,629,500,519,447,1883,1652,1591,29,17,24,55,57,50,176,147,164,395,373,372,853,930,940,1379,1371,1326,1830,1806,1848,16,0,13
71,03:24:00,15,3,10,19,16,21,32,41,25,155,153,135,545,589,598,1102,927,930,2141,2153,2183,21,33,7,38,34,38,96,102,108,361,314,330,764,763,739,1245,1216,1254,1980,1945,1931,24,6,17,30,29,40,112,125,115,319,281,310,665,372,622,520,514,433,1906,1651,1592,30,25,23,48,56,49,173,158,175,384,384,405,853,908,938,1375,1357,1334,1815,1825,1821,0,7,8
72,03:27:00,0,8,7,18,9,10,51,44,36,134,153,148,579,594,618,1109,930,934,2119,2159,2175,18,25,15,23,29,28,97,99,105,359,319,318,760,777,760,1279,1234,1283,2000,1967,1961,30,9,18,37,39,42,98,107,98,295,301,320,649,363,634,512,514,442,1894,1640,1597,27,30,20,66,64,61,190,167,170,392,391,380,859,932,941,1381,1383,1346,1838,1817,1851,0,8,0
73,03:30:00,0,0,7,18,1,9,40,39,57,147,152,145,585,598,607,1161,932,953,2124,2172,2161,23,1,2,17,46,42,116,93,104,380,310,328,768,779,778,1280,1249,1283,2002,1958,1996,29,16,21,21,43,31,115,112,91,314,291,313,650,363,638,509,521,448,1909,1638,1599,36,36,20,49,55,44,170,166,180,395,399,402,868,941,952,1396,1403,1352,1852,1835,1853,7,3,0
74,03:33:00,3,10,10,22,16,19,58,45,51,156,158,147,589,607,620,1158,945,963,2145,2193,2177,21,23,16,28,43,17,111,103,112,376,338,325,785,784,777,1277,1246,1315,2004,1995,1972,17,10,27,37,42,52,99,99,112,315,294,314,669,365,628,511,520,448,1931,1662,1609,30,28,27,64,73,66,180,167,181,400,403,410,876,963,956,1402,1406,1370,1848,1839,1871,6,7,0
75,03:36:00,4,2,7,24,14,19,33,41,54,165,172,148,608,626,633,1193,949,975,2159,2211,2191,16,8,27,34,28,30,110,114,106,379,343,342,799,805,792,1290,1257,1309,2003,1975,1995,34,26,20,29,38,49,108,110,102,320,298,310,675,371,657,510,532,460,1955,1659,1592,42,17,27,63,70,60,186,183,171,407,407,410,876,962,966,1428,1424,1369,1851,1835,1901,0,0,4
76,03:39:00,0,10,10,17,8,19,51,42,49,159,170,166,611,619,638,1193,980,985,2183,2235,2186,23,11,25,29,33,41,117,104,108,395,326,348,807,804,800,1299,1256,1327,2011,1995,1986,28,14,16,31,39,54,99,117,112,299,303,314,671,378,654,535,534,451,1960,1669,1614,35,39,25,58,77,62,194,175,175,409,409,401,892,965,969,1437,1426,1378,1864,1852,1898,5,5,3
77,03:42:00,10,7,6,10,13,10,45,36,55,153,169,152,606,624,645,1221,1001,1003,2163,2213,2236,16,27,21,26,25,38,115,109,117,400,345,369,823,816,799,1322,1296,1349,2021,2011,1976,20,16,19,33,25,38,91,123,115,311,309,310,665,366,639,512,526,448,1933,1683,1624,31,26,19,62,67,59,196,177,171,416,401,424,896,965,993,1414,1430,1384,1876,1871,1906,17,8,5
78,03:45:00,22,0,7,27,20,24,48,44,63,157,180,155,622,630,658,1242,990,997,2169,2206,2217,17,27,26,35,46,30,106,103,105,386,348,356,827,812,803,1311,1301,1329,2033,2022,2002,8,3,14,31,34,40,104,106,117,303,299,323,678,377,650,534,535,482,1952,1664,1625,28,35,32,64,61,60,178,179,182,421,414,419,892,1000,979,1441,1437,1394,1893,1877,1879,8,13,1
79,03:48:00,0,17,0,23,15,4,46,64,39,160,171,170,634,636,668,1243,1006,1024,2200,2245,2249,27,22,23,51,50,28,112,112,112,411,362,350,823,831,822,1346,1297,1360,2027,2014,2024,31,14,17,29,43,40,108,123,102,323,316,314,678,380,661,525,530,467,1968,1704,1618,43,27,30,61,62,66,187,189,185,428,409,428,917,990,992,1436,1447,1411,1875,1881,1920,17,2,3
80,03:51:00,9,7,0,34,18,16,46,50,51,162,171,153,654,653,683,1266,1016,1027,2204,2247,2238,27,34,12,44,47,40,114,110,115,404,357,372,863,838,816,1347,1292,1360,2057,2017,2022,12,12,38,47,38,48,105,110,124,330,304,326,666,383,648,533,543,466,1984,1683,1640,19,26,24,56,67,68,187,166,179,407,418,422,925,997,1015,1442,1466,1414,1873,1860,1922,11,6,0
81,03:54:00,21,15,9,19,15,27,44,58,56,165,182,170,651,660,688,1271,1032,1042,2213,2227,2253,17,27,13,31,43,37,117,124,126,419,352,377,853,843,833,1359,1334,1369,2030,2046,2018,12,0,29,42,40,54,105,110,109,329,305,316,690,385,644,534,518,472,1969,1713,1634,51,29,35,67,79,78,192,186,194,413,417,416,940,1012,1024,1454,1460,1403,1881,1891,1911,13,0,5
82,03:57:00,5,0,5,19,17,14,42,39,64,173,181,172,652,654,676,1313,1027,1037,2240,2247,2276,23,28,3,34,27,37,127,124,122,416,361,369,848,842,834,1361,1332,1379,2057,2024,2032,17,25,8,30,44,42,115,127,105,321,305,325,688,379,649,512,524,478,2009,1675,1652,37,38,46,64,78,69,201,190,194,428,442,436,948,1019,1011,1462,1459,1425,1896,1874,1919,5,4,0
83,04:00:00,1,0,9,15,26,26,56,43,35,168,190,166,653,666,700,1333,1043,1055,2223,2252,2261,16,32,2,36,43,35,130,128,118,437,372,375,870,857,841,1358,1333,1380,2066,2042,2057,19,16,23,34,41,44,96,122,118,330,310,315,685,364,649,533,548,468,1993,1688,1650,22,20,35,60,77,55,192,183,185,427,437,438,946,1026,1025,1475,1484,1420,1902,1902,1914,5,9,10
84,04:03:00,9,14,6,9,19,21,47,62,45,178,184,178,647,676,685,1303,1041,1069,2218,2257,2274,40,15,26,46,37,17,116,116,127,432,379,383,898,859,848,1374,1334,1391,2066,2040,2057,29,20,14,33,39,55,112,109,115,327,312,325,680,373,650,521,529,488,2016,1699,1642,27,35,26,65,67,68,209,204,191,442,441,431,933,1023,1024,1484,1489,1451,1909,1890,1931,3,1,9
85,04:06:00,8,13,0,13,19,19,46,55,63,188,195,181,685,675,708,1341,1049,1082,2230,2283,2257,40,14,15,39,46,40,143,114,126,446,376,388,874,873,864,1382,1336,1414,2047,2059,2044,18,4,19,41,30,49,94,125,118,348,312,321,691,385,661,542,551,487,2035,1696,1640,18,32,31,60,73,65,195,191,184,439,427,450,959,1028,1038,1487,1493,1437,1902,1926,1928,5,0,7
86,04:09:00,23,19,9,19,12,27,61,46,50,175,187,186,677,705,707,1378,1071,1083,2247,2285,2272,35,32,20,49,44,34,133,114,127,431,382,390,875,869,860,1405,1356,1395,2097,2037,2080,18,20,23,33,39,43,111,135,122,331,312,331,689,381,679,534,546,489,2024,1699,1664,36,40,27,69,68,65,198,183,188,443,447,447,958,1019,1042,1491,1489,1442,1921,1922,1965,8,0,0
87,04:12:00,13,16,5,11,11,17,66,58,49,176,191,202,676,684,714,1377,1059,1086,2260,2267,2279,28,25,17,35,46,33,133,133,136,439,377,390,903,880,871,1393,1380,1408,2098,2027,2044,29,21,19,38,43,43,104,109,103,334,307,346,690,375,666,540,529,488,2045,1721,1657,40,27,29,62,62,59,205,206,205,444,443,433,969,1030,1048,1505,1502,1448,1916,1946,1941,8,17,0
88,04:15:00,16,5,0,13,21,17,54,65,48,195,202,184,715,706,720,1394,1085,1098,2246,2287,2321,18,24,15,38,49,41,130,133,135,436,389,377,893,875,887,1411,1369,1425,2087,2063,2071,14,8,16,36,36,45,125,121,118,324,319,318,683,379,665,542,550,484,2042,1714,1659,30,45,19,63,65,66,201,193,193,453,465,462,959,1036,1054,1515,1516,1445,1927,1922,1956,12,9,0
89,04:18:00,13,14,0,1,14,19,57,54,69,169,206,187,694,709,736,1404,1074,1098,2250,2297,2303,26,17,32,41,51,42,140,136,135,454,385,401,907,898,875,1416,1361,1442,2094,2063,2069,17,17,1,37,40,45,121,110,113,330,330,329,712,363,672,536,557,503,2069,1727,1678,28,33,36,62,74,59,208,188,200,458,454,450,975,1054,1063,1512,1528,1464,1952,1931,1982,5,0,10
90,04:21:00,25,12,0,25,21,19,65,49,66,192,213,187,708,719,730,1432,1082,1098,2273,2309,2287,28,9,4,41,46,47,142,126,130,463,388,398,914,907,885,1414,1387,1438,2105,2084,2067,21,25,17,39,39,46,109,116,106,317,316,326,704,373,673,531,555,490,2058,1718,1654,26,23,21,70,82,60,197,202,201,443,445,447,974,1051,1069,1522,1506,1474,1945,1927,1978,13,5,0
91,04:24:00,11,0,0,11,5,17,74,56,47,191,199,181,720,707,731,1431,1100,1122,2284,2321,2298,27,17,5,41,37,55,129,126,139,475,391,411,903,908,900,1409,1384,1436,2102,2085,2078,29,34,20,40,41,50,117,123,121,326,303,336,713,376,672,550,558,500,2087,1728,1668,32,36,28,80,73,70,225,217,207,446,450,454,980,1062,1057,1520,1514,1465,1938,1945,1970,0,2,6
92,04:27:00,3,10,6,11,21,9,55,57,41,200,199,196,719,707,745,1430,1089,1149,2257,2323,2307,31,24,19,46,38,44,135,132,134,473,387,408,925,913,917,1427,1387,1432,2075,2101,2083,25,16,26,41,40,51,119,127,117,332,325,337,700,381,672,544,559,502,2076,1716,1692,37,33,33,78,64,52,203,191,201,452,472,464,983,1052,1075,1540,1525,1481,1984,1936,1942,0,2,2
93,04:30:00,15,16,17,30,14,15,67,54,56,189,207,203,728,714,744,1483,1097,1134,2269,2313,2323,29,33,25,42,37,42,135,127,149,482,400,415,940,911,903,1456,1407,1445,2082,2104,2083,27,16,21,47,38,58,115,116,120,329,305,328,706,366,675,540,562,507,2075,1734,1678,38,41,36,62,75,64,223,196,207,458,464,477,970,1065,1086,1550,1523,1489,1963,1932,1972,9,9,1
94,04:33:00,19,6,6,8,12,25,59,77,56,178,201,201,729,720,765,1475,1106,1140,2294,2328,2324,24,17,35,55,36,49,144,133,131,475,409,412,944,916,915,1443,1391,1463,2076,2091,2107,23,17,25,30,37,60,111,119,111,339,322,346,707,388,671,541,568,510,2102,1724,1700,39,18,33,49,73,56,205,201,213,459,477,464,993,1085,1082,1550,1549,1499,1960,1960,1973,0,10,1
95,04:36:00,18,6,8,13,10,11,60,56,52,189,206,197,737,730,753,1499,1135,1134,2291,2318,2361,7,15,16,41,51,40,142,126,141,487,403,410,937,939,921,1424,1404,1470,2099,2092,2125,25,13,29,43,45,53,127,111,121,336,325,333,712,387,676,568,564,526,2108,1722,1692,30,33,45,69,79,84,209,197,206,461,475,460,999,1075,1085,1546,1532,1471,1950,1957,1994,10,0,0
96,04:39:00,14,5,7,10,10,15,67,51,44,192,199,182,730,735,771,1507,1129,1147,2265,2323,2321,31,17,20,48,42,49,157,141,144,497,390,419,963,927,900,1446,1402,1458,2098,2106,2112,24,12,17,34,35,53,117,117,115,336,322,337,709,376,693,553,559,498,2121,1711,1711,30,22,38,79,76,56,219,194,217,452,476,479,992,1076,1086,1564,1531,1489,1956,1990,1963,0,1,0
97,04:42:00,25,21,0,19,22,17,65,72,68,192,211,180,742,754,768,1546,1133,1147,2278,2327,2360,18,10,29,46,56,55,132,130,151,478,404,410,961,932,928,1438,1422,1482,2102,2097,2094,43,21,24,44,46,76,103,119,125,356,315,340,712,367,684,556,562,511,2122,1736,1687,37,31,31,68,64,68,200,206,222,472,468,472,987,1076,1071,1543,1559,1520,1945,1959,1974,1,3,15
98,04:45:00,0,25,13,5,24,15,74,76,60,199,218,198,749,733,765,1519,1130,1175,2287,2329,2344,33,29,33,36,59,51,142,124,144,501,413,421,937,937,939,1437,1437,1475,2123,2096,2108,19,21,21,34,40,61,121,119,128,344,315,344,731,381,684,548,565,503,2129,1738,1658,41,30,35,64,79,71,215,204,211,455,481,472,1023,1092,1114,1566,1554,1513,1972,1974,2001,6,3,20
99,04:48:00,16,11,4,22,3,25,58,55,67,189,217,198,737,734,787,1537,1131,1181,2309,2340,2354,18,17,23,30,41,48,152,134,142,506,420,419,952,930,935,1466,1411,1504,2088,2104,2123,36,5,30,33,23,65,122,119,115,342,325,350,727,399,684,557,580,523,2159,1732,1683,27,28,36,79,74,87,216,202,221,463,484,483,1003,1096,1092,1575,1550,1525,1931,1979,1995,21,7,10
100,04:51:00,4,13,10,24,25,13,57,63,66,196,228,209,746,753,788,1568,1154,1187,2295,2329,2357,23,24,27,49,38,45,147,135,139,492,417,430,967,942,947,1474,1427,1486,2135,2110,2135,29,32,16,38,40,48,116,119,134,346,325,324,724,391,675,548,563,513,2154,1744,1684,39,21,33,66,71,70,216,204,209,482,473,482,1002,1102,1100,1566,1563,1525,1967,1977,2019,0,0,3
101,04:54:00,15,6,6,34,23,14,68,49,64,217,213,201,748,748,773,1577,1149,1167,2306,2359,2352,31,16,14,39,43,60,134,137,132,510,418,424,959,944,949,1456,1448,1489,2100,2113,2128,5,17,13,30,34,52,114,130,118,346,329,344,701,376,697,559,582,528,2155,1740,1694,48,35,25,69,76,61,239,198,212,473,490,466,1021,1090,1117,1561,1572,1501,1984,1970,2016,9,2,2
102,04:57:00,16,1,1,23,9,15,73,63,67,205,214,221,758,755,787,1596,1156,1195,2324,2396,2334,22,13,17,35,52,48,144,123,148,515,412,442,965,953,949,1467,1435,1493,2123,2103,2112,35,22,25,31,45,43,120,118,115,338,318,348,723,385,680,546,568,524,2152,1748,1709,41,43,38,69,70,68,212,201,216,474,486,496,1023,1091,1128,1568,1587,1516,1986,1989,1999,18,8,8
103,05:00:00,7,15,11,17,9,22,70,51,51,204,236,195,761,758,806,1599,1148,1192,2291,2326,2366,31,29,24,40,56,49,151,130,152,524,409,434,979,956,947,1459,1440,1491,2112,2114,2112,25,30,22,40,39,49,127,142,122,326,329,341,721,386,693,556,564,528,2162,1748,1708,24,41,32,67,81,57,223,204,213,474,487,483,1032,1106,1102,1587,1553,1533,1967,1969,2022,16,0,0
104,05:03:00,17,2,14,37,30,21,69,45,60,206,218,207,761,761,804,1610,1157,1203,2305,2331,2355,7,32,12,55,39,62,149,134,148,526,421,444,970,954,956,1483,1452,1490,2134,2100,2120,23,36,31,38,49,43,122,138,128,331,319,344,722,375,698,549,567,531,2184,1741,1701,28,22,38,63,72,74,211,214,212,468,476,505,1011,1116,1124,1568,1565,1513,1989,1964,2008,13,2,13
105,05:06:00,19,9,20,10,20,26,59,62,62,210,213,180,772,763,798,1624,1167,1198,2315,2354,2354,20,24,7,53,55,52,151,147,147,526,442,435,974,961,961,1478,1470,1510,2148,2123,2132,16,15,19,57,24,61,118,126,122,343,346,347,729,379,673,549,580,520,2177,1758,1719,43,27,29,84,73,81,222,205,226,475,484,492,1024,1120,1124,1570,1571,1512,1989,1954,2016,4,15,4
106,05:09:00,19,14,0,34,3,31,66,51,60,206,225,214,783,777,807,1644,1164,1213,2310,2368,2364,35,26,11,35,44,61,146,130,151,533,411,445,982,960,954,1491,1444,1531,2123,2108,2110,27,11,20,40,42,73,124,120,109,344,328,335,720,393,692,561,562,526,2206,1746,1716,35,34,41,75,78,72,218,216,220,475,491,492,1026,1111,1103,1573,1560,1530,1979,2000,2026,2,0,0
107,05:12:00,0,3,14,15,29,15,60,65,54,201,220,199,777,776,806,1645,1172,1208,2322,2344,2349,19,23,22,57,41,43,151,140,150,534,405,435,982,959,949,1487,1452,1522,2130,2143,2119,20,12,30,50,22,77,120,125,126,338,336,343,722,381,706,569,573,535,2212,1758,1701,38,25,43,73,87,76,227,221,211,471,486,490,1018,1096,1112,1600,1587,1529,1975,1972,2019,0,6,0
108,05:15:00,6,7,10,25,14,9,63,63,66,212,234,203,764,774,828,1664,1165,1214,2332,2354,2385,25,30,10,43,43,44,150,143,160,540,431,438,972,973,955,1481,1449,1524,2145,2113,2131,22,12,7,49,26,63,124,132,115,355,327,347,713,391,697,551,577,514,2183,1750,1698,44,26,28,83,85,61,224,212,213,475,496,497,1013,1096,1108,1578,1581,1532,1974,1992,2021,4,8,10
109,05:18:00,24,4,11,15,12,15,78,50,53,226,215,204,784,775,819,1684,1206,1220,2298,2359,2373,30,36,31,46,55,55,160,142,150,537,433,436,976,970,963,1504,1457,1515,2127,2106,2118,26,10,34,44,37,55,118,129,125,347,336,347,720,374,686,560,576,533,2205,1766,1705,20,17,22,65,80,73,227,204,219,477,500,504,1033,1111,1142,1589,1587,1547,1984,1983,2017,1,14,0
110,05:21:00,11,0,6,23,9,17,64,64,57,221,219,209,782,755,827,1705,1180,1212,2314,2354,2397,20,11,11,47,59,52,164,138,143,551,442,444,996,961,970,1502,1461,1535,2149,2130,2139,16,23,31,44,27,53,109,122,125,337,336,354,725,382,695,560,589,528,2209,1770,1722,39,37,26,57,83,75,221,217,223,483,489,488,1045,1096,1130,1593,1593,1520,2016,1979,2047,16,4,11
111,05:24:00,11,0,11,18,19,11,64,51,57,212,230,209,800,779,833,1710,1188,1221,2322,2344,2378,19,20,34,50,51,38,139,144,144,537,440,455,983,967,967,1520,1442,1530,2137,2116,2124,14,30,11,39,37,58,125,124,119,343,320,341,737,379,689,547,576,530,2230,1750,1717,40,27,38,73,72,76,230,225,216,472,486,507,1042,1123,1130,1595,1582,1553,1976,1992,2025,11,10,6
112,05:27:00,9,6,17,16,20,22,70,58,54,226,224,210,789,780,819,1714,1188,1228,2351,2342,2406,23,32,38,42,49,45,163,134,145,545,437,446,1002,963,968,1502,1479,1518,2154,2106,2142,30,25,28,39,40,69,112,124,120,340,319,354,735,388,683,575,584,531,2243,1767,1728,33,40,5,87,79,69,227,222,222,505,500,502,1046,1128,1130,1585,1596,1540,1993,2005,2023,12,19,11
113,05:30:00,18,12,28,25,30,20,56,51,58,236,242,233,786,766,829,1747,1203,1238,2340,2382,2389,17,36,21,50,41,51,128,149,154,537,423,454,1004,964,965,1500,1468,1519,2124,2132,2157,25,2,21,43,43,67,106,123,135,351,336,344,726,374,701,560,573,528,2243,1762,1725,29,43,28,80,82,76,225,213,218,473,504,506,1028,1110,1120,1592,1587,1541,1998,1997,2022,3,1,5
